,id,date,sex,x,y,year
909,17-f-024,1/3/18,female,313918.7952,446866.3626,2018
910,17-f-024,5/3/18,female,313919.5258,446866.12,2018
911,17-f-025,24/2/17,female,313955.9337,446685.272,2017
912,17-f-025,2/3/17,female,313959.2052,446691.5149,2017
913,17-f-025,9/2/18,female,313944.3621,446688.5357,2018
914,17-f-025,24/2/18,female,313948.4241,446688.1906,2018
915,17-f-026,2/3/17,female,313969.7248,446685.7671,2017
916,17-f-027,1/3/17,female,313917.2245,446859.4556,2017
917,17-f-027,8/3/17,female,313917.2243,446859.4557,2017
918,17-f-028,3/3/17,female,314047.3854,446734.8338,2017
919,17-f-028,10/3/17,female,314047.3846,446734.8336,2017
920,17-f-029,6/3/17,female,313952.9961,446680.6607,2017
921,17-f-030,7/3/17,female,313929.3334,446686.7392,2017
922,17-f-031,8/3/17,female,313964.4328,446832.8855,2017
923,17-f-031,20/3/17,female,313962.4357,446814.1195,2017
924,17-f-032,23/3/17,female,313948.2215,446688.3399,2017
925,17-f-032,10/2/18,female,313970.6677,446734.9952,2018
926,17-f-032,19/3/18,female,313956.1867,446704.0964,2018
927,17-f-033,10/3/17,female,313964.2795,446850.4597,2017
928,17-m-001,23/1/17,male,314036.4129,446739.8495,2017
929,17-m-001,25/1/17,male,314029.7724,446737.6456,2017
930,17-m-002,25/1/17,male,314050.488,446734.1085,2017
931,17-m-003,23/1/17,male,314021.5416,446779.7792,2017
932,17-m-004,23/1/17,male,313967.8156,446769.9673,2017
933,17-m-004,5/2/17,male,313961.7199,446781.7794,2017
934,17-m-004,11/2/17,male,313969.3853,446774.4163,2017
935,17-m-004,22/2/17,male,313960.7889,446783.2081,2017
936,17-m-004,1/3/17,male,313962.0183,446765.6715,2017
937,17-m-005,23/1/17,male,313895.3097,446654.938,2017
938,17-m-005,21/2/17,male,313893.9452,446654.4269,2017
939,17-m-006,23/1/17,male,313901.7481,446643.8568,2017
940,17-m-007,23/1/17,male,314006.6652,446696.4621,2017
941,17-m-008,23/1/17,male,314039.5611,446740.634,2017
942,17-m-009,23/1/17,male,313955.979,446716.6819,2017
943,17-m-009,31/1/17,male,313957.8654,446716.9207,2017
944,17-m-009,18/2/17,male,313959.7905,446713.6542,2017
945,17-m-009,5/3/17,male,313956.3954,446725.2189,2017
946,17-m-009,7/3/17,male,313957.9046,446716.808,2017
947,17-m-009,20/3/17,male,313956.8167,446717.2253,2017
948,17-m-009,21/3/17,male,313958.0491,446717.2297,2017
949,17-m-010,23/1/17,male,313959.628,446690.6856,2017
950,17-m-010,5/2/17,male,313958.5351,446691.8258,2017
951,17-m-010,19/2/17,male,313953.1231,446690.581,2017
952,17-m-011,23/1/17,male,314074.9431,446714.6124,2017
953,17-m-012,23/1/17,male,314087.2539,446760.1298,2017
954,17-m-012,10/2/17,male,314086.8112,446760.5343,2017
955,17-m-014,5/2/17,male,313959.0771,446794.5261,2017
956,17-m-014,3/3/17,male,313974.4975,446827.1376,2017
957,17-m-014,8/3/17,male,313965.2943,446834.1667,2017
958,17-m-014,18/3/17,male,313966.7132,446828.1398,2017
959,17-m-015,29/1/17,male,313997.8434,446767.9999,2017
960,17-m-015,31/1/17,male,313997.7249,446768.0684,2017
961,17-m-015,16/2/17,male,314000.1981,446770.6215,2017
962,17-m-015,2/3/17,male,313990.3487,446764.1097,2017
963,17-m-015,5/3/17,male,313990.5882,446763.6088,2017
964,17-m-015,18/3/17,male,313988.9208,446797.1568,2017
965,17-m-016,5/2/17,male,313987.1179,446868.0997,2017
966,17-m-016,10/2/18,male,313988.5485,446831.1227,2018
967,17-m-017,27/1/17,male,313964.6062,446737.7335,2017
968,17-m-017,19/2/17,male,313954.2015,446690.795,2017
969,17-m-018,27/1/17,male,314106.3654,446730.2433,2017
970,17-m-019,28/1/17,male,314133.2066,446710.2384,2017
971,17-m-020,29/1/17,male,314160.387,446663.1099,2017
972,17-m-021,29/1/17,male,314204.8067,446606.1472,2017
973,17-m-022,30/1/17,male,314156.9686,446692.6075,2017
974,17-m-023,30/1/17,male,314112.2951,446690.8464,2017
975,17-m-024,31/1/17,male,313970.9086,446684.7174,2017
976,17-m-024,17/2/17,male,313974.2623,446690.0415,2017
977,17-m-025,1/2/17,male,314108.8563,446713.0053,2017
978,17-m-026,2/2/17,male,314197.981,446695.5582,2017
979,17-m-027,2/2/17,male,314201.8922,446743.7695,2017
980,17-m-028,3/2/17,male,314305.0462,446730.4871,2017
981,17-m-029,3/2/17,male,314368.2229,446756.0957,2017
982,17-m-030,4/2/17,male,314353.0686,446606.6931,2017
983,17-m-031,5/2/17,male,314362.0884,446649.8034,2017
984,17-m-032,16/2/17,male,313981.6635,446774.4725,2017
985,17-m-032,24/2/17,male,313980.386,446774.2158,2017
986,17-m-032,18/3/17,male,313981.9683,446773.5415,2017
987,17-m-032,20/3/17,male,313981.9427,446774.0771,2017
988,17-m-033,16/2/17,male,313924.2276,446852.1666,2017
989,17-m-033,10/2/18,male,313941.7257,446737.3358,2018
990,17-m-033,17/2/18,male,313946.2584,446740.763,2018
991,17-m-033,16/3/18,male,313964.5668,446695.7194,2018
992,17-m-033,20/3/18,male,313964.7367,446697.1483,2018
993,17-m-033,21/3/18,male,313961.4805,446691.5422,2018
994,17-m-034,8/2/17,male,313953.4359,446833.595,2017
995,17-m-034,13/2/17,male,313958.2255,446841.7213,2017
996,17-m-034,3/3/17,male,313955.2225,446822.0785,2017
997,17-m-034,4/3/17,male,313953.2964,446834.8929,2017
998,17-m-034,6/3/17,male,313955.4171,446836.6292,2017
999,17-m-034,10/2/18,male,313959.2686,446832.8007,2018
1000,17-m-034,12/2/18,male,313962.9773,446832.8725,2018
1001,17-m-034,13/2/18,male,313961.8205,446821.4901,2018
1002,17-m-034,20/2/18,male,313956.727,446841.1849,2018
1003,17-m-035,10/2/17,male,313976.9719,446849.8965,2017
1004,17-m-035,16/2/17,male,313977.0508,446848.4617,2017
1005,17-m-035,5/3/17,male,313978.9569,446849.9993,2017
1006,17-m-035,13/2/18,male,313980.4969,446856.4045,2018
1007,17-m-035,16/2/18,male,313969.7343,446831.2951,2018
1008,17-m-035,21/2/18,male,313977.4211,446852.5087,2018
1009,17-m-035,13/3/18,male,313975.1272,446852.8015,2018
1010,17-m-035,16/3/18,male,313975.3382,446853.7207,2018
1011,17-m-036,15/2/17,male,314077.3155,446837.5086,2017
1012,17-m-037,16/2/17,male,314073.3084,446873.567,2017
1013,17-m-037,17/2/17,male,314073.3431,446873.5818,2017
1014,17-m-038,16/2/17,male,314112.9676,446929.7757,2017
1015,17-m-039,6/2/17,male,314318.1128,446608.1289,2017
1016,17-m-040,6/2/17,male,314371.5044,446663.5886,2017
1017,17-m-041,7/2/17,male,314429.3006,446550.0308,2017
1018,17-m-042,7/2/17,male,314395.1709,446558.9402,2017
1019,17-m-042,20/2/17,male,314384.1909,446540.6919,2017
1020,17-m-043,8/2/17,male,314484.3318,446530.3268,2017
1021,17-m-044,8/2/17,male,314462.1888,446551.2135,2017
1022,17-m-045,9/2/17,male,314088.345,446690.0761,2017
1023,17-m-046,11/2/17,male,314116.4416,446757.1395,2017
1024,17-m-047,11/2/17,male,314079.8421,446786.4361,2017
1025,17-m-048,12/2/17,male,314081.9663,446855.1739,2017
1026,17-m-049,19/2/17,male,313915.8946,446691.8527,2017
1027,17-m-049,10/2/18,male,313893.8635,446656.3756,2018
1028,17-m-049,17/2/18,male,313893.4854,446655.0961,2018
1029,17-m-049,14/3/18,male,313895.6752,446651.2689,2018
1030,17-m-049,20/3/18,male,313894.2683,446653.8507,2018
1031,17-m-049,21/3/18,male,313896.6479,446652.7897,2018
1032,17-m-050,22/2/17,male,313882.0424,446647.6897,2017
1033,17-m-050,23/2/17,male,313882.0425,446648.0561,2017
1034,17-m-051,19/2/17,male,313954.0388,446690.7007,2017
1035,17-m-051,7/3/17,male,313930.191,446686.0959,2017
1036,17-m-051,8/3/17,male,313928.4007,446686.8191,2017
1037,17-m-052,24/2/17,male,313959.4711,446684.425,2017
1038,17-m-052,25/2/17,male,313958.4686,446681.7549,2017
1039,17-m-053,17/2/17,male,314125.6282,446749.2169,2017
1040,17-m-054,17/2/17,male,314118.1456,446696.1977,2017
1041,17-m-055,18/2/17,male,314040.1487,446769.5436,2017
1042,17-m-055,28/2/17,male,314033.3031,446775.4804,2017
1043,17-m-056,19/2/17,male,314164.8654,446669.1322,2017
1044,17-m-057,19/2/17,male,314200.5704,446643.6455,2017
1045,17-m-058,20/2/17,male,314412.4369,446504.6549,2017
1046,17-m-059,21/2/17,male,314442.8245,446583.0223,2017
1047,17-m-060,21/2/17,male,314406.4277,446638.2972,2017
1048,17-m-061,22/2/17,male,313896.315,446802.6152,2017
1049,17-m-062,23/2/17,male,313943.5612,446779.912,2017
1050,17-m-062,24/2/17,male,313943.5907,446779.8631,2017
1051,17-m-063,23/2/17,male,314091.1656,446740.0997,2017
1052,17-m-064,24/2/17,male,314375.7231,446698.8772,2017
1053,17-m-065,18/2/17,male,314168.9594,446653.6569,2017
1054,17-m-066,1/3/17,male,314028.6923,446737.2672,2017
1055,17-m-066,2/3/17,male,314026.7464,446736.104,2017
1056,17-m-067,3/3/17,male,313932.1904,446839.787,2017
1057,17-m-067,12/2/18,male,313930.2184,446844.5885,2018
1058,17-m-067,13/2/18,male,313934.2613,446841.168,2018
1059,17-m-068,26/2/17,male,313945.8362,446821.4838,2017
1060,17-m-069,1/3/17,male,313916.9139,446891.2672,2017
1061,17-m-069,8/3/17,male,313917.5415,446884.6935,2017
1062,17-m-070,6/3/17,male,313939.7574,446660.5518,2017
1063,17-m-070,7/3/17,male,313937.1296,446657.7885,2017
1064,17-m-071,5/3/17,male,314014.9168,446686.5529,2017
1065,17-m-071,10/3/17,male,314014.9157,446686.5525,2017
1066,17-m-072,8/3/17,male,313917.0846,446882.6686,2017
1067,15-f-022,12/2/18,female,313919.8374,446867.8924,2018
1068,15-f-022,4/3/18,female,313926.868,446865.5198,2018
1069,15-m-056,12/2/18,male,313951.5789,446770.7601,2018
1070,15-m-056,27/3/18,male,313947.4439,446781.8079,2018
1071,15-m-056,9/4/18,male,313954.818,446772.7393,2018
1072,16-f-012,16/2/18,female,313969.6485,446831.9311,2018
1073,16-f-012,24/2/19,female,313976.5209,446853.7721,2019
1074,16-f-012,25/2/19,female,313976.4835,446853.8012,2019
1075,16-m-039,25/2/18,male,313863.7568,447011.0219,2018
1076,18-f-001,7/2/18,female,313988.9391,446745.5812,2018
1077,18-f-001,24/2/18,female,313985.8952,446762.9752,2018
1078,18-f-002,7/2/18,female,313966.9546,446811.2802,2018
1079,18-f-002,13/2/18,female,313967.1189,446810.3678,2018
1080,18-f-003,7/2/18,female,313943.3417,446733.7438,2018
1081,18-f-003,9/2/18,female,313942.118,446736.1898,2018
1082,18-f-003,14/2/18,female,313947.9736,446729.9495,2018
1083,18-f-004,7/2/18,female,313950.0997,446790.7671,2018
1084,18-f-004,14/2/18,male,313947.5409,446784.3912,2018
1085,18-f-005,10/2/18,female,314013.5209,446746.3388,2018
1086,18-f-006,11/2/18,female,313989.3487,446740.0505,2018
1087,18-f-007,13/2/18,female,313974.2223,446718.171,2018
1088,18-f-007,25/2/18,female,313939.8182,446686.352,2018
1089,18-f-008,12/2/18,female,313962.895,446832.6552,2018
1090,18-f-009,12/2/18,female,313898.3272,446918.9602,2018
1091,18-f-009,14/2/18,female,313903.5935,446919.8216,2018
1092,18-f-010,12/2/18,female,314170.6238,446687.4818,2018
1093,18-f-011,12/2/18,female,313913.4306,446892.4279,2018
1094,18-f-012,14/2/18,female,313952.2511,446776.1052,2018
1095,18-f-013,17/2/18,female,313920.6534,446663.3922,2018
1096,18-f-014,17/2/18,female,313891.2618,446653.5346,2018
1097,18-f-015,20/2/18,female,313956.9238,446841.1083,2018
1098,18-f-016,21/2/18,female,313953.6108,446830.231,2018
1099,18-f-017,23/2/18,female,313988.5515,446829.7994,2018
1100,18-f-018,24/2/18,female,313986.243,446776.6393,2018
1101,18-f-018,16/3/18,female,313989.0692,446770.9816,2018
1102,18-f-019,26/2/18,female,313917.6644,446865.5055,2018
1103,18-f-020,24/2/18,female,313939.4824,446685.9381,2018
1104,18-f-021,13/3/18,female,313963.29,446809.8169,2018
1105,18-f-022,1/3/18,female,313996.0014,446769.0933,2018
1106,18-f-022,5/3/18,female,313995.784,446769.5881,2018
1107,18-f-023,20/3/18,male,314168.3933,446675.8038,2018
1108,18-f-024,20/3/18,male,314176.3457,446676.3255,2018
1109,18-f-025,20/3/18,male,313918.4364,446765.2667,2018
1110,18-f-026,20/3/18,female,313894.48,446653.6919,2018
1111,18-f-026,21/3/18,female,313896.6803,446652.8236,2018
1112,18-f-027,20/3/18,female,313955.3662,446728.7268,2018
1113,18-f-028,16/3/18,female,313976.2756,446800.4349,2018
1114,18-f-029,5/3/18,female,313909.8566,446867.7778,2018
1115,18-m-001,7/2/18,male,313990.2277,446774.2338,2018
1116,18-m-001,11/2/18,male,313978.6278,446791.9011,2018
1117,18-m-001,23/2/18,male,313984.0419,446771.9401,2018
1118,18-m-001,24/2/18,male,313984.57,446773.8423,2018
1119,18-m-001,7/3/18,male,313985.893,446771.4136,2018
1120,18-m-001,11/3/18,male,313985.3176,446773.5573,2018
1121,18-m-001,20/3/18,male,313984.1832,446771.6252,2018
1122,18-m-002,7/2/18,male,313964.7717,446810.5579,2018
1123,18-m-002,13/2/18,male,313961.0652,446804.376,2018
1124,18-m-002,20/2/18,male,313963.2938,446809.4374,2018
1125,18-m-002,9/4/18,male,313962.0524,446808.8498,2018
1126,18-m-003,7/2/18,male,313973.5099,446720.3573,2018
1127,18-m-003,9/2/18,male,313973.6694,446719.9798,2018
1128,18-m-003,24/2/18,male,313974.7118,446718.8857,2018
1129,18-m-003,19/3/18,male,313973.9741,446719.2082,2018
1130,18-m-003,20/3/18,male,313974.3446,446720.3266,2018
1131,18-m-003,26/3/18,male,313974.5726,446718.9313,2018
1132,18-m-003,9/4/18,male,313975.2811,446718.9786,2018
1133,18-m-003,15/4/18,male,313973.4377,446719.3934,2018
1134,18-m-004,7/2/18,male,313960.3086,446717.2527,2018
1135,18-m-004,10/2/18,male,313957.695,446717.232,2018
1136,18-m-004,13/2/18,male,313959.7257,446716.6312,2018
1137,18-m-004,16/2/18,male,313957.4052,446717.1719,2018
1138,18-m-004,24/2/18,male,313958.6054,446717.8499,2018
1139,18-m-004,20/3/18,male,313974.323,446720.2412,2018
1140,18-m-005,9/2/18,male,314019.2104,446734.914,2018
1141,18-m-005,18/3/18,male,313995.8754,446723.6562,2018
1142,18-m-006,9/2/18,male,314002.8093,446722.7474,2018
1143,18-m-007,9/2/18,male,314013.4697,446747.4313,2018
1144,18-m-007,11/2/18,male,314013.9798,446753.5601,2018
1145,18-m-007,17/3/18,male,314005.9447,446746.8654,2018
1146,18-m-007,9/2/19,male,314010.9754,446751.2987,2019
1147,18-m-008,9/2/18,male,314012.0491,446779.8161,2018
1148,18-m-008,10/2/18,male,314016.2016,446781.0469,2018
1149,18-m-008,23/2/18,male,314016.3558,446786.2108,2018
1150,18-m-008,13/3/18,male,314013.1911,446783.1201,2018
1151,18-m-008,16/3/18,male,314016.1068,446785.7107,2018
1152,18-m-008,22/3/18,male,314021.7311,446800.1719,2018
1153,18-m-009,9/2/18,male,313985.5877,446760.6143,2018
1154,18-m-009,23/2/18,male,313984.0556,446772.1836,2018
1155,18-m-009,24/2/18,male,313985.8906,446762.8168,2018
1156,18-m-009,25/2/18,male,313986.0272,446762.7888,2018
1157,18-m-009,11/3/18,male,313985.8809,446763.0078,2018
1158,18-m-010,7/2/18,male,313963.3654,446766.6541,2018
1159,18-m-010,10/2/18,male,313964.2473,446770.8188,2018
1160,18-m-011,7/2/18,male,313967.5176,446777.1842,2018
1161,18-m-011,10/2/18,male,313970.2433,446778.3757,2018
1162,18-m-011,7/3/18,male,313969.6539,446778.716,2018
1163,18-m-011,13/3/18,male,313967.5473,446778.7156,2018
1164,18-m-011,23/3/18,male,313969.725,446777.8779,2018
1165,18-m-011,27/3/18,male,313967.0442,446777.9163,2018
1166,18-m-012,9/2/18,male,313938.7838,446687.5186,2018
1167,18-m-012,16/3/18,male,313939.7226,446688.4966,2018
1168,18-m-012,26/3/18,male,313942.3656,446683.7185,2018
1169,18-m-012,9/4/18,male,313940.1256,446685.5659,2018
1170,18-m-012,15/4/18,male,313955.0062,446689.3518,2018
1171,18-m-013,7/2/18,male,313981.6793,446694.7952,2018
1172,18-m-013,9/2/18,male,313982.5257,446690.4231,2018
1173,18-m-013,19/3/18,female,313940.4848,446687.5533,2018
1174,18-m-014,8/2/18,male,313959.384,446723.3597,2018
1175,18-m-014,10/2/18,male,313949.0965,446732.1747,2018
1176,18-m-014,1/3/18,male,313941.4744,446730.4807,2018
1177,18-m-014,18/3/18,male,313950.0623,446731.6473,2018
1178,18-m-014,20/3/18,male,313956.1173,446730.9555,2018
1179,18-m-014,9/4/18,male,313958.4447,446722.2104,2018
1180,18-m-014,15/4/18,male,313959.4498,446717.2257,2018
1181,18-m-015,8/2/18,male,313950.3943,446704.2558,2018
1182,18-m-016,9/2/18,male,313965.0374,446693.7643,2018
1183,18-m-016,1/3/18,male,313964.4351,446693.7019,2018
1184,18-m-016,21/3/18,male,313983.7922,446695.091,2018
1185,18-m-016,25/3/18,male,313978.5207,446694.4749,2018
1186,18-m-017,10/2/18,male,313936.4359,446707.527,2018
1187,18-m-017,22/3/18,male,313937.6616,446701.8976,2018
1188,18-m-017,25/2/19,male,313954.2978,446693.4142,2019
1189,18-m-017,3/3/19,male,313950.136,446696.3358,2019
1190,18-m-017,6/3/19,male,313950.8487,446695.1564,2019
1191,18-m-017,7/3/19,male,313954.3032,446693.6601,2019
1192,18-m-017,13/3/19,male,313949.8002,446695.6483,2019
1193,18-m-017,16/3/19,male,313951.7244,446696.2354,2019
1194,18-m-017,19/3/19,male,313951.9768,446696.1425,2019
1195,18-m-017,30/3/19,male,313951.7353,446695.9025,2019
1196,18-m-017,11/4/19,male,313952.1837,446695.591,2019
1197,18-m-017,14/4/19,male,313978.5933,446691.2352,2019
1198,18-m-017,19/4/19,male,313934.2268,446678.1725,2019
1199,18-m-017,21/4/19,male,313951.261,446695.844,2019
1200,18-m-018,10/2/18,male,313919.9743,446660.1609,2018
1201,18-m-018,20/3/18,male,313912.8737,446644.7208,2018
1202,18-m-019,12/2/18,male,313956.9328,446789.4735,2018
1203,18-m-019,16/2/18,male,313966.7893,446788.9524,2018
1204,18-m-019,17/2/18,male,313951.3892,446793.2171,2018
1205,18-m-020,12/2/18,male,313880.4821,446945.6547,2018
1206,18-m-020,17/2/18,male,313884.9873,446944.8319,2018
1207,18-m-020,25/2/18,male,313873.096,446947.1415,2018
1208,18-m-020,12/3/18,male,313875.4827,446946.3262,2018
1209,18-m-021,12/2/18,male,313894.6669,446919.0214,2018
1210,18-m-021,14/2/18,male,313893.8816,446920.5981,2018
1211,18-m-021,5/3/18,male,313893.5877,446921.9722,2018
1212,18-m-021,14/3/18,male,313901.0798,446915.8665,2018
1213,18-m-021,22/3/18,male,313904.6837,446917.1742,2018
1214,18-m-021,24/3/18,male,313895.0424,446920.1675,2018
1215,18-m-022,12/2/18,male,313900.8719,446883.0447,2018
1216,18-m-022,4/3/18,male,313914.9376,446865.9973,2018
1217,18-m-023,12/2/18,male,313900.7525,446910.2705,2018
1218,18-m-023,15/2/18,male,313900.876,446910.0211,2018
1219,18-m-023,25/2/18,male,313897.3747,446908.039,2018
1220,18-m-024,13/2/18,male,313918.8803,446864.7943,2018
1221,18-m-024,26/2/18,male,313917.6432,446865.5066,2018
1222,18-m-024,4/3/18,male,313917.8185,446865.0065,2018
1223,18-m-024,9/3/18,male,313919.1295,446866.0378,2018
1224,18-m-024,20/4/19,male,313993.603,446800.3945,2019
1225,18-m-025,13/2/18,male,313963.5151,446861.1026,2018
1226,18-m-025,13/3/18,male,313966.5263,446848.8793,2018
1227,18-m-025,20/3/18,male,313940.1509,446840.5069,2018
1228,18-m-025,23/3/18,male,313966.5973,446860.4686,2018
1229,18-m-026,10/2/18,male,313966.5304,446801.3073,2018
1230,18-m-026,13/3/18,male,313970.1339,446805.7368,2018
1231,18-m-026,24/3/18,male,313960.9376,446790.3971,2018
1232,18-m-026,30/3/18,male,313962.3107,446788.5486,2018
1233,18-m-027,10/2/18,male,313963.6288,446787.1313,2018
1234,18-m-027,14/2/18,male,313967.0002,446784.4985,2018
1235,18-m-027,16/2/18,male,313973.8004,446789.2415,2018
1236,18-m-027,12/3/18,male,313966.1053,446784.417,2018
1237,18-m-027,20/3/18,male,313962.3395,446787.5498,2018
1238,18-m-028,12/2/18,male,313925.0233,446859.9844,2018
1239,18-m-028,14/2/18,male,313925.3908,446859.9252,2018
1240,18-m-028,3/3/18,male,313920.5519,446859.3639,2018
1241,18-m-028,6/2/19,male,313948.5735,446785.4558,2019
1242,18-m-028,11/2/19,male,313943.3225,446778.015,2019
1243,18-m-028,25/2/19,male,313947.1811,446786.4264,2019
1244,18-m-028,7/3/19,male,313946.5105,446791.3955,2019
1245,18-m-029,12/2/18,male,313936.726,446868.7804,2018
1246,18-m-029,27/2/18,male,313938.0272,446875.0127,2018
1247,18-m-029,1/3/18,male,313938.1351,446874.8576,2018
1248,18-m-029,16/3/18,male,313924.3529,446867.6844,2018
1249,18-m-029,22/3/18,male,313927.2214,446865.2213,2018
1250,18-m-030,12/2/18,male,313898.4019,446918.7523,2018
1251,18-m-030,15/2/18,male,313896.2333,446919.6738,2018
1252,18-m-031,12/2/18,male,313905.6918,446917.9311,2018
1253,18-m-031,10/3/18,male,313921.8244,446919.0093,2018
1254,18-m-031,11/3/18,male,313919.8601,446919.8345,2018
1255,18-m-031,16/3/18,male,313906.0013,446917.2108,2018
1256,18-m-032,12/2/18,male,313908.0632,446932.3493,2018
1257,18-m-033,12/2/18,male,313921.9794,446858.7854,2018
1258,18-m-033,26/2/18,male,313918.9983,446853.6663,2018
1259,18-m-033,3/3/18,male,313922.2388,446852.578,2018
1260,18-m-034,12/2/18,male,313926.865,446860.8237,2018
1261,18-m-034,1/3/18,male,313927.1769,446865.8807,2018
1262,18-m-034,4/3/18,male,313926.8224,446865.618,2018
1263,18-m-034,9/2/19,male,313977.0014,446851.7477,2019
1264,18-m-034,11/2/19,male,313974.8734,446856.8465,2019
1265,18-m-034,12/2/19,male,313975.6577,446851.9142,2019
1266,18-m-034,3/3/19,male,313973.081,446852.3309,2019
1267,18-m-034,14/3/19,male,313976.1057,446851.8178,2019
1268,18-m-034,19/3/19,male,313976.3306,446852.0063,2019
1269,18-m-034,22/3/19,male,313976.0054,446851.9412,2019
1270,18-m-034,12/4/19,male,313971.8629,446833.0531,2019
1271,18-m-035,12/2/18,male,313918.7475,446915.0257,2018
1272,18-m-036,14/2/18,male,313953.1586,446687.9707,2018
1273,18-m-037,15/2/18,male,313901.0661,446909.9639,2018
1274,18-m-038,16/2/18,male,313982.0429,446853.561,2018
1275,18-m-039,16/2/18,male,314032.7955,446779.7822,2018
1276,18-m-039,14/2/19,male,313963.2339,446735.8022,2019
1277,18-m-039,20/4/19,male,313956.2292,446710.6404,2019
1278,18-m-040,16/2/18,male,313864.1431,446969.3838,2018
1279,18-m-041,16/2/18,male,313886.2242,446976.4913,2018
1280,18-m-041,27/2/18,male,313933.6236,446882.7545,2018
1281,18-m-042,16/2/18,male,313869.8803,447012.003,2018
1282,18-m-042,25/2/18,male,313877.9114,447005.435,2018
1283,18-m-043,17/2/18,male,313960.241,446704.6648,2018
1284,18-m-043,1/3/18,male,313964.314,446693.4011,2018
1285,18-m-043,26/3/18,male,313959.7837,446704.1836,2018
1286,18-m-044,14/2/18,female,313924.1072,446922.4222,2018
1287,18-m-044,10/3/18,female,313921.9912,446918.9946,2018
1288,18-m-045,23/2/18,male,313988.7558,446829.9507,2018
1289,18-m-046,23/2/18,male,313996.2025,446771.6541,2018
1290,18-m-046,5/3/18,male,313995.4153,446769.4665,2018
1291,18-m-046,12/2/19,male,313989.2765,446771.3435,2019
1292,18-m-047,24/2/18,male,313986.2742,446776.4824,2018
1293,18-m-047,11/3/18,male,313985.3728,446773.4579,2018
1294,18-m-047,18/3/18,male,313985.1004,446775.892,2018
1295,18-m-047,20/3/18,male,313985.7877,446771.2322,2018
1296,18-m-047,24/3/18,male,313985.463,446776.3957,2018
1297,18-m-047,30/3/18,male,313985.0653,446774.7073,2018
1298,18-m-048,25/2/18,male,314099.1036,446713.6466,2018
1299,18-m-048,9/3/18,male,314097.2913,446713.3564,2018
1300,18-m-049,3/3/18,male,313922.1438,446852.5669,2018
1301,18-m-050,9/3/18,male,313885.6594,446982.687,2018
1302,18-m-050,15/3/18,male,313885.9395,446982.7298,2018
1303,18-m-051,1/3/18,male,313932.1016,446686.5936,2018
1304,18-m-051,24/3/18,male,313949.9719,446706.3896,2018
1305,18-m-052,15/3/18,male,313906.4371,446915.1081,2018
1306,18-m-053,23/3/18,male,313975.6763,446800.9289,2018
1307,18-m-053,26/3/18,male,313976.365,446799.8019,2018
1308,18-m-053,30/3/18,male,313975.541,446799.1488,2018
1309,18-m-053,6/2/19,male,313963.6542,446800.6328,2019
1310,18-m-053,10/2/19,male,313960.0251,446801.1994,2019
1311,18-m-053,11/2/19,male,313960.2685,446799.287,2019
1312,18-m-053,13/2/19,male,313959.4497,446801.1796,2019
1313,18-m-053,19/2/19,male,313959.586,446791.8582,2019
1314,18-m-053,22/2/19,male,313959.5561,446801.1119,2019
1315,18-m-053,6/3/19,male,313957.779,446803.7632,2019
1316,18-m-053,12/3/19,male,313959.897,446800.7893,2019
1317,18-m-053,15/3/19,male,313957.1212,446801.7673,2019
1318,18-m-053,23/3/19,male,313957.4611,446802.404,2019
1319,18-m-053,26/3/19,male,313957.7369,446801.9438,2019
1320,18-m-053,4/4/19,male,313956.9707,446796.4834,2019
1321,18-m-053,7/4/19,male,313959.8829,446799.4174,2019
1322,18-m-053,13/4/19,male,313981.7527,446788.8953,2019
1323,18-m-053,19/4/19,male,313957.0626,446796.9151,2019
1324,18-m-053,20/4/19,male,313935.9497,446820.4289,2019
1325,18-m-053,22/4/19,male,313959.9147,446800.183,2019
1326,16-f-017,28/3/19,female,313949.0654,446716.3094,2019
1327,19-f-001,9/2/19,female,313977.5029,446851.6467,2019
1328,19-f-002,9/2/19,female,313949.1929,446781.6669,2019
1329,19-f-002,11/2/19,female,313957.1641,446787.6415,2019
1330,19-f-002,24/2/19,male,313948.7995,446781.6823,2019
1331,19-f-003,11/2/19,female,313964.0996,446813.3129,2019
1332,19-f-004,11/2/19,female,313979.803,446819.3772,2019
1333,19-f-005,12/2/19,female,313962.4276,446793.6264,2019
1334,19-f-005,19/2/19,male,313960.0719,446791.9573,2019
1335,19-f-006,11/2/19,female,313961.1887,446737.6098,2019
1336,19-f-006,4/4/19,female,313964.1744,446747.5854,2019
1337,19-f-007,23/2/19,female,313945.2714,446784.9891,2019
1338,19-f-009,30/3/19,female,313974.7708,446719.2086,2019
1339,19-f-010,10/3/19,female,313971.7123,446773.4804,2019
1340,19-f-011,31/3/19,female,313976.4645,446776.8586,2019
1341,19-f-013,2/4/19,female,313956.4757,446761.989,2019
1342,19-f-014,9/4/19,female,314003.6804,446718.2784,2019
1343,19-m-002,9/2/19,male,313997.8186,446784.1884,2019
1344,19-m-002,12/2/19,male,314001.6983,446772.2627,2019
1345,19-m-004,9/2/19,male,313953.0898,446787.0117,2019
1346,19-m-004,12/2/19,male,313952.6948,446786.2657,2019
1347,19-m-005,6/2/19,male,313981.5097,446776.3658,2019
1348,19-m-005,10/2/19,male,313971.8507,446776.357,2019
1349,19-m-005,4/3/19,male,313971.4711,446777.404,2019
1350,19-m-006,10/2/19,male,313956.6984,446686.2144,2019
