"","id","species","sex","duration","days_tracked","relocs","mean_cumul_dist","max_dist_perid","mcp50","mcp95","mcp100","ud50_hpi","ud95_hpi"
"1","10m","osylv","m",10.0527777777778,10,43,9.43690599844033,12.5602547744874,6.16000175476074,24.1349964141846,30.2549991607666,5.22351455688477,21.037088394165
"2","12f","osylv","f",19.9756944444444,21,83,6.71278810507378,5.81807528309478,3.68999862670898,15.9000034332275,19.9100017547607,3.13326072692871,15.910551071167
"3","13m","osylv","m",10.8958333333333,12,49,9.65188661469377,8.10555365166405,3.12999725341797,15.189998626709,24.9299983978271,2.27023696899414,12.9892292022705
"4","14f","osylv","f",6.95486111111111,7,30,9.19232963609915,9.00277734925533,2.67999839782715,16.6600036621094,31.2650032043457,3.86452102661133,21.3352756500244
"5","15m","osylv","m",9.79027777777778,10,42,2.76718546424723,7.65506368357448,0.819999694824219,14.0850009918213,20.6500015258789,0.735113143920898,6.2113094329834
"6","16f","osylv","f",14.0055555555556,15,60,5.79610122922854,23.0008695487801,13.0550003051758,55.6549987792969,56.0399990081787,3.82376289367676,30.015417098999
"7","17f","osylv","f",8.04513888888889,9,35,7.36250316398413,10.400000000002,1.09500312805176,12.6250019073486,29.9650001525879,2.33664512634277,14.8685569763184
"8","18f","osylv","f",10.0465277777778,11,44,6.35568804584474,8.69540108333024,0.475000381469727,14.480001449585,17.9050025939941,1.01889419555664,7.0265064239502
"9","19f","osylv","f",10.9409722222222,12,47,7.45725217593488,17.1767284429289,5.03999900817871,76.0549964904785,76.6499977111816,2.8458080291748,29.873966217041
"10","1f","osylv","f",9.27430555555556,10,43,5.70835657807166,15.5666309778107,4.45499801635742,62.1400012969971,62.9500026702881,5.35817337036133,42.6580963134766
"11","20m","osylv","m",12.0597222222222,12,47,7.01548230611545,10.8632407687361,1.82499504089355,8.93000030517578,14.5900001525879,0.996364593505859,9.46234130859375
"12","21m","osylv","m",9.99583333333333,11,41,4.96193682297943,4.12310562561766,0.999998092651367,5.22000122070312,8.33500099182129,0.84617805480957,4.95896530151367
"13","22m","osylv","m",12.0027777777778,13,50,4.51234942753648,3.40147027024596,1.67000007629395,4.19500160217285,5.05500221252441,0.922414779663086,5.2487907409668
"14","23f","osylv","f",8.11111111111111,9,33,6.83322251449534,10.1414989030076,0.669998168945312,20.8900012969971,22.8050003051758,3.3413028717041,11.736442565918
"15","24f","osylv","f",11.7944444444444,13,48,7.70448570749677,10.9041276588573,13.9200019836426,34.769998550415,39.7349987030029,5.08376884460449,37.648494720459
"16","25m","osylv","m",10.9701388888889,12,46,4.5355705614876,3.94081209900937,1.84499740600586,6.99499893188477,8.09499549865723,2.42693138122559,8.10153198242188
"17","26m","osylv","m",10.9409722222222,12,46,5.85146133880224,10.9635760589108,0.449996948242188,19.5550003051758,31.6900005340576,0.475467681884766,7.82613945007324
"18","27f","osylv","f",10.8034722222222,11,44,6.56665887063524,9.10494371216509,8.20000076293945,24.2399997711182,24.9400005340576,4.51640892028809,22.6610870361328
"19","28m","osylv","m",10.04375,11,41,3.43162780164674,4.83838816135979,0.430002212524414,4.69499778747559,8.1150016784668,0.714048385620117,5.03768920898438
"20","29m","osylv","m",10.025,11,37,8.18320975411422,10.0717426496197,1.68000221252441,38.1600017547607,41.125,3.3023509979248,23.8052444458008
"21","2m","osylv","m",10.0145833333333,11,44,7.60997250570905,10.6976632962283,1.19499778747559,14.3150005340576,23.6349983215332,1.06838798522949,10.2694301605225
"22","30f","osylv","f",7.99861111111111,9,33,3.34568971522238,10.6887791632999,4.33999824523926,16.2599983215332,21.2199974060059,0.938755035400391,10.2654590606689
"23","31f","osylv","f",9,10,36,10.4431495344642,8.20060973343023,10.9600009918213,30.5950012207031,35.6599998474121,2.11591720581055,17.4969863891602
"24","3f","osylv","f",17.9756944444444,19,80,7.5024144883205,10.4560986989135,3.71000099182129,43.5949974060059,43.894998550415,1.73851013183594,17.4696464538574
"25","4m","osylv","m",9.97013888888889,11,45,6.79925103191908,5.00000000000582,3.58999824523926,8.29999923706055,10.7149982452393,0.632875442504883,5.98348999023438
"26","6f","osylv","f",7.96736111111111,9,36,3.76494235407436,8.4958813551501,0.655002593994141,6.93499946594238,33.2649993896484,1.45624923706055,8.50337791442871
"27","7m","osylv","m",10.0479166666667,11,46,3.989147289981,7.4330343736665,1.15499877929688,12.0849990844727,13.9400005340576,0.901130676269531,7.5617790222168
"28","8f","osylv","f",10.10625,11,44,6.54921746479893,11.9970829788452,6.08500099182129,29.8799991607666,36.5,3.29217147827148,24.8342800140381
"29","9m","osylv","m",7.86736111111111,9,34,4.05720550144974,5.78013840665905,0.17500114440918,1.05999946594238,5.93999862670898,0.344676971435547,2.416259765625
"30","f10","afemo","f",12.2673611111111,13,71,6.75545470179036,30.0707499075098,0.529998779296875,167.760009765625,181.685012817383,0.404541015625,24.3202362060547
"31","f12","afemo","f",9.14583333333333,10,48,6.4565419810794,13.2774244490305,14.3399810791016,50.3549957275391,62.3950042724609,1.59523010253906,33.3255157470703
"32","f13","afemo","f",7.02083333333333,8,38,10.338971331021,23.034105148708,54.1150054931641,167.300003051758,189.5,16.2664184570312,144.820907592773
