"","id","species","sex","date","relocs","behavior","temp","daily_dist"
"1","f10","afemo","f",2016-02-13,5,"base",24.3100769230769,29.0805020339641
"2","f10","afemo","f",2016-02-14,6,"base",24.9690961538462,2.131375520802
"3","f10","afemo","f",2016-02-15,6,"base",25.434,1.21876007278191
"4","f10","afemo","f",2016-02-16,5,"base",25.7012115384615,2.09748681513406
"5","f10","afemo","f",2016-02-17,6,"base",25.4579230769231,4.19329596244993
"6","f10","afemo","f",2016-02-18,6,"base",24.6873076923077,4.34208731112919
"7","f10","afemo","f",2016-02-19,5,"base",25.0747307692308,1.15373191880097
"8","f10","afemo","f",2016-02-20,6,"base",25.1080576923077,12.7617099025033
"9","f10","afemo","f",2016-02-21,5,"base",25.1138269230769,6.01947487699862
"10","f10","afemo","f",2016-02-22,6,"base",25.1374423076923,9.10597045469617
"11","f10","afemo","f",2016-02-23,5,"base",25.063,2.20560685043374
"12","f12","afemo","f",2016-02-18,5,"base",24.6873076923077,16.6237203508753
"13","f12","afemo","f",2016-02-19,5,"base",25.0747307692308,0.782842712449924
"14","f12","afemo","f",2016-02-20,5,"base",25.1080576923077,5.78777199101723
"15","f12","afemo","f",2016-02-21,5,"w_op_sex",25.1138269230769,7.25532984541729
"16","f12","afemo","f",2016-02-22,5,"w_op_sex",25.1374423076923,5.93596298487814
"17","f12","afemo","f",2016-02-23,5,"base",25.063,5.9705540787947
"18","f12","afemo","f",2016-02-24,5,"base",25.4807115384615,5.34007543510381
"19","f12","afemo","f",2016-02-25,5,"base",25.2731153846154,3.95607845009886
"20","f13","afemo","f",2016-02-19,5,"base",25.0747307692308,5.20715336777976
"21","f13","afemo","f",2016-02-20,5,"base",25.1080576923077,2.96102375210477
"22","f13","afemo","f",2016-02-21,5,"base",25.1138269230769,11.437830940482
"23","f13","afemo","f",2016-02-22,5,"base",25.1374423076923,10.2005330175518
"24","f13","afemo","f",2016-02-23,5,"base",25.063,16.5271203450917
"25","f13","afemo","f",2016-02-24,6,"w_op_sex",25.4807115384615,15.7001665631161
"26","f14","afemo","f",2016-03-03,6,"base",25.8668269230769,4.83844649167942
"27","f14","afemo","f",2016-03-04,5,"base",25.3151730769231,2.02280097183335
"28","f14","afemo","f",2016-03-05,5,"w_op_sex",25.3334807692308,3.03693935383277
"29","f14","afemo","f",2016-03-06,5,"base",25.7543653846154,2.44178500216363
"30","f14","afemo","f",2016-03-07,5,"w_op_sex",25.992,1.36883138056869
"31","f14","afemo","f",2016-03-08,5,"base",26.1193076923077,1.76502815399002
"32","f14","afemo","f",2016-03-09,5,"w_op_sex",25.2220384615385,5.36433858282716
"33","f14","afemo","f",2016-03-10,5,"base",25.34825,9.41794226330667
"34","f14","afemo","f",2016-03-11,6,"w_op_sex",24.5578846153846,12.5470237868949
"35","f14","afemo","f",2016-03-12,4,"w_op_sex",24.808,25.8345333633431
"36","f14","afemo","f",2016-03-13,3,"base",25.1152884615385,15.9657089825211
"37","f14","afemo","f",2016-03-14,5,"base",25.8607692307692,3.08862417618279
"38","f14","afemo","f",2016-03-15,5,"base",25.8836346153846,0.599070478466762
"39","f14","afemo","f",2016-03-16,6,"base",26.2543653846154,2.20239137779538
"40","f14","afemo","f",2016-03-17,6,"base",25.9010961538462,2.27776238442354
"41","f15","afemo","f",2016-03-03,6,"base",25.8668269230769,4.96665530437624
"42","f15","afemo","f",2016-03-04,5,"base",25.3151730769231,4.6692099353689
"43","f15","afemo","f",2016-03-05,6,"base",25.3334807692308,4.44832110093319
"44","f15","afemo","f",2016-03-06,5,"base",25.7543653846154,4.27070764889394
"45","f15","afemo","f",2016-03-07,5,"base",25.992,2.62058681555845
"46","f15","afemo","f",2016-03-08,6,"base",26.1193076923077,1.1478708664866
"47","f15","afemo","f",2016-03-09,5,"base",25.2220384615385,3.78312071362596
"48","f15","afemo","f",2016-03-10,5,"w_op_sex",25.34825,7.2319291002176
"49","f15","afemo","f",2016-03-11,5,"w_op_sex",24.5578846153846,7.30377224245925
"50","f15","afemo","f",2016-03-12,5,"base",24.808,9.56973306943324
"51","f15","afemo","f",2016-03-13,5,"w_op_sex",25.1152884615385,14.5184491373113
"52","f15","afemo","f",2016-03-14,5,"base",25.8607692307692,0.299999999930151
"53","f15","afemo","f",2016-03-15,5,"base",25.8836346153846,11.3980137667103
"54","f15","afemo","f",2016-03-16,6,"base",26.2543653846154,4.40935483484557
"55","f15","afemo","f",2016-03-17,5,"base",25.9010961538462,13.4732894139513
"56","f16","afemo","f",2016-03-03,6,"base",25.8668269230769,7.36813776018687
"57","f16","afemo","f",2016-03-04,5,"base",25.3151730769231,6.76119698932185
"58","f16","afemo","f",2016-03-05,5,"w_op_sex",25.3334807692308,24.2514727436821
"59","f16","afemo","f",2016-03-06,5,"w_op_sex",25.7543653846154,23.4579504875013
"60","f16","afemo","f",2016-03-07,5,"w_op_sex",25.992,7.26626030841174
"61","f16","afemo","f",2016-03-08,5,"base",26.1193076923077,0.930056307961523
"62","f16","afemo","f",2016-03-09,4,"base",25.2220384615385,8.88932804903256
"63","f16","afemo","f",2016-03-10,5,"base",25.34825,25.8294670840632
"64","f16","afemo","f",2016-03-11,5,"base",24.5578846153846,13.0577192412884
"65","f16","afemo","f",2016-03-12,5,"base",24.808,6.76468827050793
"66","f16","afemo","f",2016-03-13,5,"base",25.1152884615385,15.4073762232501
"67","f16","afemo","f",2016-03-14,5,"base",25.8607692307692,3.3646646478554
"68","f16","afemo","f",2016-03-15,5,"base",25.8836346153846,0.582842712537649
"69","f16","afemo","f",2016-03-16,6,"base",26.2543653846154,7.64775655810298
"70","f16","afemo","f",2016-03-17,5,"w_op_sex",25.9010961538462,20.1536429692143
"71","f17","afemo","f",2016-03-04,5,"base",25.3151730769231,5.40561489223334
"72","f17","afemo","f",2016-03-05,5,"base",25.3334807692308,8.465595590036
"73","f17","afemo","f",2016-03-06,5,"base",25.7543653846154,4.12967228262111
"74","f17","afemo","f",2016-03-07,5,"base",25.992,2.82257009057266
"75","f18","afemo","f",2016-03-04,5,"base",25.3151730769231,5.08744733174623
"76","f18","afemo","f",2016-03-05,6,"base",25.3334807692308,1.75467743306055
"77","f18","afemo","f",2016-03-06,5,"base",25.7543653846154,1.2841619252725
"78","f18","afemo","f",2016-03-07,5,"base",25.992,1.27585337198996
"79","f18","afemo","f",2016-03-08,4,"base",26.1193076923077,3.70152003697902
"80","f18","afemo","f",2016-03-09,5,"base",25.2220384615385,7.97048885736002
"81","f18","afemo","f",2016-03-10,5,"w_op_sex",25.34825,10.2095421156814
"82","f18","afemo","f",2016-03-11,6,"w_op_sex",24.5578846153846,11.791488053632
