"","date","temp"
"1",2016-01-27,24.4970480769231
"2",2016-01-28,24.7785576923077
"3",2016-01-29,23.7040096153846
"4",2016-01-30,23.2501538461538
"5",2016-01-31,23.4131442307692
"6",2016-02-01,24.0618173076923
"7",2016-02-02,23.4199903846154
"8",2016-02-03,24.3962788461538
"9",2016-02-04,24.9756346153846
"10",2016-02-05,25.2383942307692
"11",2016-02-06,24.3399807692308
"12",2016-02-07,24.4609711538462
"13",2016-02-08,25.0664230769231
"14",2016-02-09,25.9222980769231
"15",2016-02-10,25.2610096153846
"16",2016-02-11,25.1670769230769
"17",2016-02-12,24.767375
"18",2016-02-13,23.9994615384615
"19",2016-02-14,24.7744903846154
"20",2016-02-15,25.3717692307692
"21",2016-02-16,25.4245865384615
"22",2016-02-17,25.0638461538462
"23",2016-02-18,24.328625
"24",2016-02-19,24.68425
"25",2016-02-20,24.7587980769231
"26",2016-02-21,24.9842211538462
"27",2016-02-22,25.0248557692308
"28",2016-02-23,24.8435288461538
"29",2016-02-24,25.2316153846154
"30",2016-02-25,24.8935096153846
"31",2016-02-26,24.8528173076923
"32",2016-02-27,24.5616442307692
"33",2016-02-28,25.3420576923077
"34",2016-02-29,25.2804134615385
"35",2016-03-01,26.2433846153846
"36",2016-03-02,26.1091826923077
"37",2016-03-03,25.8031634615385
"38",2016-03-04,25.2219230769231
"39",2016-03-05,24.9209519230769
"40",2016-03-06,25.4404807692308
"41",2016-03-07,25.9204519230769
"42",2016-03-08,26.3235769230769
"43",2016-03-09,25.1049903846154
"44",2016-03-10,25.0680576923077
"45",2016-03-11,24.29125
"46",2016-03-12,24.5012884615385
"47",2016-03-13,24.7331826923077
"48",2016-03-14,25.6474038461538
"49",2016-03-15,25.7211153846154
"50",2016-03-16,25.9301057692308
"51",2016-03-17,25.7380096153846
"52",2016-03-18,25.5632019230769
"53",2016-03-19,25.46675
