"","date","temp"
"1",2016-01-27,24.6970384615385
"2",2016-01-28,24.9161346153846
"3",2016-01-29,23.8300769230769
"4",2016-01-30,23.5813846153846
"5",2016-01-31,23.6631346153846
"6",2016-02-01,24.3775961538462
"7",2016-02-02,23.7977884615385
"8",2016-02-03,24.6966923076923
"9",2016-02-04,25.1095576923077
"10",2016-02-05,25.3507115384615
"11",2016-02-06,24.4609807692308
"12",2016-02-07,24.7225576923077
"13",2016-02-08,25.2895384615385
"14",2016-02-09,26.0165
"15",2016-02-10,25.4320769230769
"16",2016-02-11,25.5321153846154
"17",2016-02-12,25.2355769230769
"18",2016-02-13,24.3100769230769
"19",2016-02-14,24.9690961538462
"20",2016-02-15,25.434
"21",2016-02-16,25.7012115384615
"22",2016-02-17,25.4579230769231
"23",2016-02-18,24.6873076923077
"24",2016-02-19,25.0747307692308
"25",2016-02-20,25.1080576923077
"26",2016-02-21,25.1138269230769
"27",2016-02-22,25.1374423076923
"28",2016-02-23,25.063
"29",2016-02-24,25.4807115384615
"30",2016-02-25,25.2731153846154
"31",2016-02-26,25.1753461538462
"32",2016-02-27,24.8347115384615
"33",2016-02-28,25.3977884615385
"34",2016-02-29,25.3341153846154
"35",2016-03-01,26.2430576923077
"36",2016-03-02,26.1637884615385
"37",2016-03-03,25.8668269230769
"38",2016-03-04,25.3151730769231
"39",2016-03-05,25.3334807692308
"40",2016-03-06,25.7543653846154
"41",2016-03-07,25.992
"42",2016-03-08,26.1193076923077
"43",2016-03-09,25.2220384615385
"44",2016-03-10,25.34825
"45",2016-03-11,24.5578846153846
"46",2016-03-12,24.808
"47",2016-03-13,25.1152884615385
"48",2016-03-14,25.8607692307692
"49",2016-03-15,25.8836346153846
"50",2016-03-16,26.2543653846154
"51",2016-03-17,25.9010961538462
"52",2016-03-18,25.8256538461538
"53",2016-03-19,25.6839230769231
"54",2016-03-20,25.8846346153846
