"","id","dt","x_utm","y_utm","sex"
"221","af17_11",2017-02-11 15:02:00,313992.753126539,446831.728729809,"male"
"222","af17_11",2017-02-11 15:29:00,313992.753972191,446831.728311698,"male"
"223","af17_11",2017-02-11 16:05:00,313992.753327411,446831.72778847,"male"
"224","af17_11",2017-02-11 16:44:00,313994.235496701,446842.085478332,"male"
"225","af17_11",2017-02-11 17:00:00,313994.799136552,446844.613987721,"male"
"226","af17_11",2017-02-11 17:18:00,313994.345340464,446844.593905664,"male"
"227","af17_11",2017-02-11 17:46:00,313994.929345866,446846.269826759,"male"
"228","af17_11",2017-02-11 18:04:00,313995.21541445,446852.703991473,"male"
"229","af17_11",2017-02-11 18:09:00,313994.955169309,446855.056467287,"male"
"230","af17_14",2017-02-16 16:42:00,313949.213841119,446681.991520351,"female"
"231","af17_14",2017-02-16 16:57:00,313949.130716243,446682.096737195,"female"
"232","af17_14",2017-02-16 17:12:00,313949.130716243,446682.096737195,"female"
"233","af17_14",2017-02-16 17:27:00,313949.130716243,446682.096737195,"female"
"234","af17_14",2017-02-16 17:42:00,313951.53865397,446683.530242264,"female"
"235","af17_14",2017-02-16 18:02:00,313950.381088279,446684.982185442,"female"
"236","af17_14",2017-02-16 18:45:00,313950.376473222,446684.974509607,"female"
"237","af17_14",2017-02-17 07:30:00,313950.31011678,446684.921684814,"female"
"238","af17_14",2017-02-17 08:05:00,313950.398127064,446684.944554682,"female"
"239","af17_14",2017-02-17 08:50:00,313950.394840061,446684.940698257,"female"
"240","af17_14",2017-02-17 09:25:00,313950.381314608,446684.935129477,"female"
"241","af17_14",2017-02-17 09:58:00,313950.391330406,446684.936545697,"female"
"242","af17_14",2017-02-17 10:24:00,313950.382129482,446684.927420992,"female"
"243","af17_14",2017-02-17 10:47:00,313950.359931077,446684.943657998,"female"
"244","af17_14",2017-02-17 11:30:00,313950.362132953,446684.938129886,"female"
"245","af17_14",2017-02-17 12:12:00,313950.363845558,446684.910500698,"female"
"246","af17_14",2017-02-17 12:46:00,313950.364860381,446684.91163068,"female"
"247","af17_14",2017-02-17 13:35:00,313950.090181748,446683.629028813,"female"
"248","af17_14",2017-02-17 13:53:00,313950.338039709,446684.745874174,"female"
"249","af17_14",2017-02-17 15:15:00,313950.327507792,446684.72134994,"female"
"250","af17_14",2017-02-17 15:53:00,313950.330375035,446684.716320456,"female"
"251","af17_14",2017-02-17 16:38:00,313950.467058736,446684.844246028,"female"
"252","af17_14",2017-02-17 17:38:00,313950.466423042,446684.844047561,"female"
"253","af17_14",2017-02-17 18:31:00,313950.467297165,446684.843871594,"female"
"254","af17_14",2017-02-18 07:35:00,313947.367995756,446687.26220003,"female"
"255","af17_14",2017-02-18 07:48:00,313945.547508346,446685.456793694,"female"
"256","af17_14",2017-02-18 07:56:00,313944.489362097,446683.163319657,"female"
"257","af17_14",2017-02-18 08:15:00,313944.899248197,446676.907532826,"female"
"258","af17_14",2017-02-18 08:18:00,313945.436595917,446675.644230066,"female"
"259","af17_14",2017-02-18 08:44:00,313947.684070417,446675.043884508,"female"
"260","af17_14",2017-02-18 09:06:00,313950.830458699,446675.699782868,"female"
"261","af17_14",2017-02-18 09:10:00,313952.834833622,446675.72635841,"female"
"262","af17_14",2017-02-18 09:17:00,313953.668089974,446676.062413309,"female"
"263","af17_14",2017-02-18 09:41:00,313955.092562429,446676.485703038,"female"
"264","af17_14",2017-02-18 10:05:00,313955.28296115,446676.751347819,"female"
"265","af17_14",2017-02-18 10:52:00,313956.351956784,446675.674609637,"female"
"266","af17_14",2017-02-18 11:08:00,313956.353929225,446675.665412236,"female"
"267","af17_14",2017-02-18 12:00:00,313956.245152552,446675.35931075,"female"
"268","af17_14",2017-02-18 12:59:00,313957.02588424,446674.27284779,"female"
"269","af17_14",2017-02-18 13:26:00,313957.028056555,446674.272058377,"female"
"270","af17_14",2017-02-18 14:11:00,313957.029806685,446674.267628928,"female"
"271","af17_14",2017-02-18 14:50:00,313957.030330678,446674.26331182,"female"
"272","af17_14",2017-02-18 15:38:00,313957.025528019,446674.266870842,"female"
"273","af17_14",2017-02-18 16:20:00,313957.024490236,446674.263290883,"female"
"274","af17_14",2017-02-18 17:12:00,313957.22393547,446674.229766699,"female"
"275","af17_14",2017-02-18 17:41:00,313957.258819467,446674.194034503,"female"
"276","af17_14",2017-02-18 19:00:00,313957.266075642,446674.183045867,"female"
"277","af17_14",2017-02-19 08:15:00,313957.290452711,446674.074580758,"female"
"278","af17_14",2017-02-19 08:52:00,313957.286954795,446674.074112732,"female"
"279","af17_14",2017-02-19 09:33:00,313957.440780965,446673.978503452,"female"
"280","af17_14",2017-02-19 10:26:00,313957.445704189,446673.974318466,"female"
"281","af17_14",2017-02-19 11:18:00,313961.02319186,446672.093878772,"female"
"282","af17_14",2017-02-19 12:08:00,313961.024940311,446672.092431776,"female"
"283","af17_14",2017-02-19 12:43:00,313961.049635427,446672.077380913,"female"
"284","af17_14",2017-02-19 13:45:00,313961.008857245,446672.049273259,"female"
"285","af17_14",2017-02-19 14:35:00,313961.106174396,446672.115824033,"female"
"286","af17_14",2017-02-19 15:29:00,313961.108561286,446672.112066291,"female"
"287","af17_14",2017-02-19 16:27:00,313961.108455754,446672.11117942,"female"
"288","af17_14",2017-02-19 17:10:00,313961.278142006,446671.77828796,"female"
"289","af17_14",2017-02-19 18:09:00,313961.35978298,446671.652163769,"female"
"290","af17_14",2017-02-19 18:35:00,313961.357630456,446671.649006106,"female"
"291","af17_14",2017-02-20 07:35:00,313961.003891593,446671.191273407,"female"
"292","af17_14",2017-02-20 08:35:00,313961.000773784,446671.184781938,"female"
"293","af17_14",2017-02-20 09:21:00,313960.997952124,446671.194693392,"female"
"294","af17_14",2017-02-20 10:11:00,313960.88914235,446671.351285234,"female"
"295","af17_14",2017-02-20 11:04:00,313960.819117558,446671.436052012,"female"
"296","af17_14",2017-02-20 11:43:00,313960.825275044,446671.389907343,"female"
"297","af17_14",2017-02-20 12:18:00,313962.532499335,446669.727335849,"female"
"298","af17_14",2017-02-20 12:55:00,313963.56554946,446668.738888208,"female"
"299","af17_14",2017-02-20 13:47:00,313963.885976993,446668.030556678,"female"
"300","af17_14",2017-02-20 15:01:00,313969.434172838,446661.874030204,"female"
"301","af17_14",2017-02-20 15:20:00,313969.461636016,446661.866155229,"female"
"302","af17_14",2017-02-20 15:57:00,313971.804372896,446661.446953367,"female"
"303","af17_14",2017-02-20 16:41:00,313971.287108769,446664.004735525,"female"
"304","af17_14",2017-02-20 17:33:00,313967.867252922,446664.430367019,"female"
"305","af17_14",2017-02-20 18:30:00,313965.173134054,446667.688364984,"female"
"306","af17_14",2017-02-21 08:10:00,313960.192866077,446678.796905419,"female"
"307","af17_14",2017-02-21 09:09:00,313953.519856263,446681.362729649,"female"
"308","af17_14",2017-02-21 09:53:00,313953.157838191,446681.822413331,"female"
"309","af17_14",2017-02-21 10:38:00,313950.415695512,446684.895940278,"female"
"310","af17_14",2017-02-21 11:20:00,313950.401690609,446684.857761674,"female"
"311","af17_14",2017-02-21 11:49:00,313950.403662196,446684.857590709,"female"
"312","af17_14",2017-02-21 12:39:00,313951.659673657,446687.795166279,"female"
"313","af17_14",2017-02-21 13:22:00,313954.095692911,446690.608097703,"female"
"314","af17_14",2017-02-21 14:18:00,313950.712182523,446690.354998136,"female"
"315","af17_14",2017-02-21 15:00:00,313949.988940376,446687.979662776,"female"
"316","af17_14",2017-02-21 16:01:00,313950.448805078,446684.858721327,"female"
"317","af17_14",2017-02-21 16:35:00,313953.285982138,446683.840132932,"female"
"318","af17_14",2017-02-21 17:42:00,313952.703976287,446684.693217507,"female"
"319","af17_14",2017-02-21 18:27:00,313955.763579885,446678.582841675,"female"
"320","af17_15",2017-02-16 16:48:00,313934.177211548,446653.470255191,"male"
"321","af17_15",2017-02-16 17:03:00,313934.263274446,446653.494430283,"male"
"322","af17_15",2017-02-16 17:18:00,313934.263274446,446653.494430283,"male"
"323","af17_15",2017-02-16 17:33:00,313934.189001505,446653.466424402,"male"
"324","af17_15",2017-02-16 17:48:00,313933.140809963,446654.693359065,"male"
"325","af17_15",2017-02-16 18:03:00,313932.944806665,446654.691871119,"male"
"326","af17_15",2017-02-16 18:20:00,313933.197281902,446653.846916441,"male"
"327","af17_15",2017-02-16 18:59:00,313933.198153102,446653.84648027,"male"
"328","af17_15",2017-02-17 07:58:00,313917.875947646,446644.86311108,"male"
"329","af17_15",2017-02-17 08:35:00,313927.561562078,446639.172180164,"male"
"330","af17_15",2017-02-17 08:49:00,313930.139305146,446636.396845558,"male"
"331","af17_15",2017-02-17 09:30:00,313922.618202742,446636.080771267,"male"
"332","af17_15",2017-02-17 10:05:00,313915.812154913,446634.918139025,"male"
"333","af17_15",2017-02-17 10:20:00,313916.460381931,446635.718391256,"male"
"334","af17_15",2017-02-17 10:59:00,313909.017263387,446633.822993197,"male"
"335","af17_15",2017-02-17 11:36:00,313908.059476061,446633.431369982,"male"
"336","af17_15",2017-02-17 12:23:00,313918.426148313,446640.706814655,"male"
"337","af17_15",2017-02-17 12:55:00,313933.033752363,446651.02921486,"male"
"338","af17_15",2017-02-17 13:00:00,313936.332642498,446652.179167627,"male"
"339","af17_15",2017-02-17 13:03:00,313938.638621248,446652.545946634,"male"
"340","af17_15",2017-02-17 13:05:00,313940.875356419,446652.114219378,"male"
"341","af17_15",2017-02-17 13:10:00,313941.944058027,446650.585527263,"male"
"342","af17_15",2017-02-17 13:28:00,313947.766759484,446649.189318919,"male"
"343","af17_15",2017-02-17 13:50:00,313947.767654161,446649.190183109,"male"
"344","af17_15",2017-02-17 14:16:00,313951.17633414,446649.129911284,"male"
"345","af17_15",2017-02-17 14:33:00,313960.564029258,446643.425585543,"male"
"346","af17_15",2017-02-17 14:46:00,313963.65791239,446644.260022937,"male"
"347","af17_15",2017-02-17 14:50:00,313963.604809564,446645.498025997,"male"
"348","af17_15",2017-02-17 15:02:00,313964.749218867,446648.35653791,"male"
"349","af17_15",2017-02-17 15:04:00,313964.775246068,446651.15489386,"male"
"350","af17_15",2017-02-17 15:06:00,313964.047736082,446655.537901359,"male"
"351","af17_15",2017-02-17 15:27:00,313964.022063965,446655.586921257,"male"
"352","af17_15",2017-02-17 15:33:00,313963.227856521,446655.158375832,"male"
"353","af17_15",2017-02-17 15:45:00,313963.012083453,446655.266366022,"male"
"354","af17_15",2017-02-17 16:11:00,313962.887028152,446656.267843159,"male"
"355","af17_15",2017-02-17 16:25:00,313963.70926775,446657.962257888,"male"
"356","af17_15",2017-02-17 16:32:00,313963.428155573,446658.110708255,"male"
