"","id","sex","trans_group","homing_bin","latency1","orient_dist1","orient_angle1","latency_daytime1","latency2","orient_dist2","orient_angle2","latency_daytime2"
"49","dt19_43","male","200m",1,1.76666666666667,7.43303437365925,55.3523665544072,1.76666666666667,19.1,43.5133312905142,27.7217098185565,19.1
"50","dt19_44","female","200m",1,0.733333333333333,10.1597244056916,168.651179433583,0.733333333333333,64.95,40.3767259692872,-85.4375747431356,20.95
"51","dt19_46","female","50m",1,15.4166666666667,8.33606621855842,27.0907276596572,15.4166666666667,16.3333333333333,36.3792523287916,16.1820802913828,16.3333333333333
"52","dt19_5","male","50m",1,40.2166666666667,8.38629834908314,23.5770028317367,28.2166666666667,42.3166666666667,40.7538955193393,11.4122281004398,20.3166666666667
"53","dt19_6","female","200m",0,3.55,7.81024967590665,145.453620487315,3.55,4.26666666666667,47.2207581472509,-176.439761391894,4.26666666666667
"54","dt19_8","male","50m",1,1.75,8.98220462914051,-8.06298541624627,1.75,3.6,43.2463871323374,-8.96276791587083,3.6
"55","dt19_9","male","50m",1,17.25,12.1696343412276,158.805527186661,17.25,50.8166666666667,37.1436401016722,-13.8441616106441,6.81666666666667
"56","dt17_19","male","200m",1,NA,NA,NA,NA,17.9333333333333,44.9090191386679,22.6582232924856,17.9333333333333
"57","dt17_22","female","200m",1,NA,NA,NA,NA,43.3,47.0919313683055,13.2462274531148,21.3
"58","dt17_23","female","50m",1,NA,NA,NA,NA,16.4666666666667,44.9074604046877,5.23502641097461,16.4666666666667
"59","dt17_29","female","200m",1,NA,NA,NA,NA,1.11666666666667,43.5056318193379,-163.283865163513,1.11666666666667
"60","dt17_31","female","50m",1,NA,NA,NA,NA,1.48333333333333,53.279733482832,5.02818502406031,1.48333333333333
"61","dt19_13","female","50m",1,NA,NA,NA,NA,2.31666666666667,52.5186633493359,12.0143146353227,2.31666666666667
"62","dt19_14","male","50m",1,NA,NA,NA,NA,1.55,51.0483104519794,0.0746123312509848,1.55
"63","dt19_15","male","50m",1,NA,NA,NA,NA,41.25,45.7039385611584,2.19873286527867,19.25
"64","dt19_22","female","50m",0,NA,NA,NA,NA,22.5666666666667,22.5938044605289,18.4110040831987,22.5666666666667
"65","dt19_27","male","200m",0,NA,NA,NA,NA,69.2666666666667,42.4841146782978,-131.080904637796,25.2666666666667
"66","dt19_45","male","50m",1,NA,NA,NA,NA,0.933333333333333,27.7411247068727,9.4073511384571,0.933333333333333
"67","dt19_7","female","50m",1,NA,NA,NA,NA,1.31666666666667,52.1392366649419,-1.60988167176905,1.31666666666667
