"","id","sex","trans_group","relocs","homing_bin","homing_prop","track.time","track.daytime","dist_cumul","area","sc","mean_temp","cumul_rain"
"26","dt17_6","female","50m",6,1,0.929792044723712,2.86666666666667,2.86666666666667,56.8096939123533,613.679789649905,NA,24.3095,7.07
"27","dt17_7","male","50m",10,1,0.881826008706289,18.5666666666667,6.56666666666667,54.1857682024437,553.091028998781,NA,24.5585865384615,22.018
"28","dt17_8","female","50m",11,1,0.897071665203616,17.1166666666667,5.11666666666667,64.9836007309866,698.173320785165,0.767814855327089,24.9666442307692,17.372
"29","dt17_9","male","50m",5,1,0.722806910416208,1.55,1.55,53.0163282206355,551.67870323034,0.686556699404139,24.8076730769231,14.948
"30","dt19_10","female","50m",56,1,0.808490062952425,66.9166666666667,30.9166666666667,73.0540058213906,736.836846345046,0.567748666637402,24.88715625,2.222
"31","dt19_11","female","50m",7,1,0.728711357132015,2.45,2.45,34.2504641925672,420.969001864752,0.989583983227489,25.0239519230769,1.818
"32","dt19_12","male","50m",8,1,0.89828550480406,2.81666666666667,2.81666666666667,49.6798518543737,544.397209302988,0.843008435018796,25.0239519230769,1.818
"33","dt19_13","female","50m",6,1,0.84458460225074,2.33333333333333,2.33333333333333,64.8619728127753,717.419532595639,0.840203567698223,24.3634391025641,0.202
"34","dt19_14","male","50m",3,1,0.993702268123275,1.55,1.55,56.4563641160459,613.234707742929,NA,24.3634391025641,0.202
"35","dt19_15","male","50m",24,1,0.901545400757833,41.25,17.25,57.0002819439671,587.902319977824,0.795601049037526,24.2978579059829,2.424
"36","dt19_16","female","50m",18,1,0.794498043482474,21.15,9.15,87.8508952885638,886.684118923429,0.52098143410781,24.2419326923077,1.818
"37","dt19_17","female","50m",35,1,0.811435394885688,47.4666666666667,23.4666666666667,56.6002032198749,514.835596808931,NA,25.0059572649572,1.818
"38","dt19_19","male","50m",37,1,0.840330205385522,43.4,19.4,146.859938999864,1384.11053644963,0.297703793683347,24.7362852564102,0.404
"39","dt19_2","female","50m",6,1,0.848226248875824,1.93333333333333,1.93333333333333,69.95446806061,689.45775058176,0.575699458779612,23.7641826923077,10.504
"40","dt19_20","male","50m",26,1,0.868553087937109,41.1166666666667,17.1166666666667,67.8155167527451,570.427837035288,0.725043034836538,25.0059572649572,1.818
"41","dt19_22","female","50m",42,0,0.287594923597041,63.4833333333333,27.4833333333333,45.5516398756565,213.718779587216,0.355463524801714,24.7427732371795,0.808
"42","dt19_23","male","200m",114,0,-0.332683888544582,137.483333333333,65.4833333333333,389.240058267937,3394.13662513395,-0.171678414451594,24.790521978022,17.166
"43","dt19_24","female","200m",107,0,0.0838735079673758,137.766666666667,65.7666666666667,323.209642477698,1632.39399698654,0.0536304985837598,24.790521978022,17.166
"44","dt19_25","female","200m",104,0,0.0433182834611965,136.05,64.05,90.0861692150489,557.404577761583,0.0991508183981588,24.790521978022,17.166
"45","dt19_27","male","200m",91,0,-0.166015382696577,136.933333333333,64.9333333333333,220.568473229719,1402.50599940907,-0.151608496538747,24.6601625457876,25.852
"46","dt19_28","female","200m",94,0,-0.0577243368499301,137,65,301.194048458899,1638.95647478914,-0.0371764828216785,24.6601625457876,25.852
"47","dt19_29","male","200m",30,1,0.939346004661802,43.1666666666667,19.1666666666667,507.988202445622,4058.67404678294,0.369320656966641,24.9274273504274,2.222
"48","dt19_30","female","200m",68,0,-1.23718979806441,112.783333333333,52.7833333333333,846.707691669355,6390.25773500342,-0.305166096469048,24.7128055555556,12.928
"49","dt19_32","female","200m",59,0,0.0252207310625482,137.5,65.5,132.103150746493,588.437627339568,0.0392650134257293,24.7858383699634,20.604
"50","dt19_33","female","200m",53,0,0.00137604128073776,135.983333333333,63.9833333333333,50.839711847378,377.567999433318,0.00555707683952353,24.8315750915751,18.584
"51","dt19_34","male","200m",56,0,-0.0434542915595948,136.133333333333,64.1333333333333,580.87045994978,4573.57409285914,-0.0145998637945279,24.8315750915751,18.584
"52","dt19_36","male","200m",19,0,-1.23381901642836,42.3333333333333,18.3333333333333,499.292597355684,4446.42812422616,-0.510910566330685,24.5810598290598,10.908
"53","dt19_37","female","200m",67,0,0.175557973131684,138.15,66.15,357.891897988266,2659.30237293121,0.0980033611070226,24.8941259157509,11.11
"54","dt19_38","male","200m",51,1,0.996226159880185,113.583333333333,53.5833333333333,571.220097863275,4785.50926471155,0.357613826566177,25.0004978632479,9.898
"55","dt19_39","female","200m",65,1,0.981583690687787,137.483333333333,65.4833333333333,370.835183330042,3352.2858547736,0.544892445173072,24.9954065934066,12.322
"56","dt19_4","male","200m",21,1,0.942951445092913,41.9,17.9,485.410068871619,4484.11365215401,0.371241270438713,24.6251378205128,23.432
"57","dt19_40","female","200m",63,0,-0.256620243805949,135.433333333333,63.4333333333333,144.895955141768,1271.651033815,-0.3499481702945,25.3908392857143,7.07
"58","dt19_42","male","200m",18,1,0.928878050226877,40.0666666666667,16.0666666666667,361.497462043969,3419.64564884407,0.518249768948709,24.9871762820513,2.424
"59","dt19_43","male","200m",27,1,0.95777382814813,41.2666666666667,17.2666666666667,505.040713751776,4696.50736864544,0.356460631400667,25.482280982906,7.07
"60","dt19_44","female","200m",63,1,0.981583177719608,116.65,56.65,771.72132929578,6822.99067068861,0.269485042620435,25.4101175213675,9.898
"61","dt19_45","male","50m",7,1,0.947993431359458,15.15,3.15,59.4033496445494,641.937519872561,NA,25.6461810897435,0
"62","dt19_46","female","50m",10,1,0.81722161919335,16.8166666666667,4.81666666666667,50.119356988219,563.254537113455,NA,25.6461810897435,0
"63","dt19_5","male","50m",31,1,0.834914567184944,43.1333333333333,19.1333333333333,56.996109233048,618.454409879167,0.774205378117794,24.1842638888889,30.502
"64","dt19_6","female","200m",28,0,-0.666000431882818,66.3333333333333,30.3333333333333,553.763750012378,5228.58507605543,-0.243241266151493,24.8097644230769,23.836
"65","dt19_7","female","50m",3,1,0.970792539121194,1.31666666666667,1.31666666666667,52.1456918490921,562.224928320851,NA,25.3636442307692,0.404
"66","dt19_8","male","50m",6,1,0.804600479888786,3.6,3.6,53.2255022763788,536.237916583952,0.75156344411267,25.3636442307692,0.404
"67","dt19_9","male","50m",55,1,0.83381758639812,65.2166666666667,29.2166666666667,110.668140226726,1126.31276645194,0.394378967754075,24.88715625,2.222
