"","id","sex","trans_group","relocs","homing_bin","homing_prop","track.time","track.daytime","dist_cumul","area","sc","mean_temp","cumul_rain"
"1","dt17_1","female","50m",10,1,0.723552935816796,18.9333333333333,6.93333333333333,51.0531261656765,450.610709510991,NA,23.7387980769231,18.786
"2","dt17_10","female","200m",48,0,-0.630370794258618,120.933333333333,60.9333333333333,406.997596021479,3213.91654356279,-0.324472848551038,24.6243653846154,92.516
"3","dt17_11","male","50m",7,1,0.784590670936695,2.35,2.35,41.692285928471,441.276487796218,0.971742719859357,24.9439807692308,0
"4","dt17_12","male","200m",45,0,0.183153208314929,122.733333333333,62.7333333333333,286.603545578402,2077.08590217307,0.130724139647862,24.6243653846154,92.516
"5","dt17_13","female","50m",7,1,0.837452367880512,2.46666666666667,2.46666666666667,64.0192662778307,656.923223851947,0.668186309068305,24.9439807692308,0
"6","dt17_14","female","50m",24,1,0.948690941042802,45.9666666666667,21.9666666666667,61.9911288607211,559.587793298066,0.786629293976556,24.896608974359,50.096
"7","dt17_15","male","50m",5,0,0.507117828519455,1.3,1.3,42.4335236370147,440.888848736329,NA,24.2262980769231,4.646
"8","dt17_16","male","50m",4,1,0.751418258681075,1.08333333333333,1.08333333333333,48.00253224085,491.793431305792,0.744141567470669,24.6165673076923,50.096
"9","dt17_18","female","200m",37,1,0.934686605571508,69.4,33.4,349.770611083175,3291.90456389788,0.51171487435093,24.2386322115385,7.474
"10","dt17_19","male","200m",7,1,0.880654211298249,19.5166666666667,7.51666666666667,364.934412533119,3123.64204998128,NA,24.330576923077,4.646
"11","dt17_20","male","200m",71,0,0.0553291381645629,119.45,59.45,1371.26585006235,9014.80637350136,0.00794218921320576,24.2004871794872,24.24
"12","dt17_22","female","200m",28,1,0.940098161327902,47.85,23.85,266.177221569243,2439.92654302102,0.70287915516068,24.0402243589744,7.272
"13","dt17_23","female","50m",9,1,0.901678007329976,16.4666666666667,4.46666666666667,49.7877770941553,531.492109022802,0.847893889552184,23.8429086538462,7.272
"14","dt17_24","male","200m",18,1,0.960769073552385,21.35,9.35,458.099893775707,3762.21405281313,0.422198817682265,23.7571682692307,7.878
"15","dt17_25","female","200m",54,1,0.947260167785255,92.1166666666667,44.1166666666667,329.999047588231,2813.9286560455,0.560611765604644,23.8886461538461,36.158
"16","dt17_26","female","50m",11,1,0.725298593567196,17.5166666666667,5.51666666666667,45.4155828869905,480.411565900315,NA,24.1551971153846,15.756
"17","dt17_29","female","200m",22,1,0.99066414639624,25.8166666666667,13.8166666666667,366.76491686784,3105.78295325395,0.537121262538736,23.8676586538461,16.766
"18","dt17_30","male","50m",12,1,0.782649897758223,17.1,5.1,43.5555152951217,400.420084423309,0.902474811290861,24.1241971153846,16.766
"19","dt17_31","female","50m",5,1,0.912354122067293,1.48333333333333,1.48333333333333,54.0090811616991,588.260194547242,0.903392755463175,24.0548173076923,5.252
"20","dt17_32","male","200m",31,0,-1.55963427309597,87.9,39.9,466.332042743848,4615.48593758224,-0.681095070416598,24.2332,NA
"21","dt17_33","male","50m",5,1,0.803315452044259,1.33333333333333,1.33333333333333,41.2307696358073,410.854885178385,0.961643206931081,24.1935769230769,11.514
"22","dt17_34","female","200m",39,1,0.939318981701523,70.9833333333333,34.9833333333333,364.344844501196,3354.17559183188,0.51075801142481,24.0860456730769,NA
"23","dt17_35","male","200m",45,1,0.976832944272193,89.5833333333333,41.5833333333333,383.610678701714,3688.84985592123,0.482094837555175,24.0922,NA
"24","dt17_4","male","200m",39,1,0.939802399288582,93.8666666666667,45.8666666666667,1024.82753129547,7506.35594073158,0.17137840984235,24.5081480769231,28.078
"25","dt17_5","female","200m",40,0,0.0447134803262906,117.516666666667,57.5166666666667,156.359675697619,979.764137321552,0.0570012607910553,24.4456298076923,42.622
