"","id","dt","x_utm","y_utm"
"140","af17_34",2017-03-06 08:01:00,314015.899784927,446686.161957781
"141","af17_34",2017-03-06 15:20:00,314015.421318317,446686.343609092
"142","af17_4",2017-01-27 16:15:00,313969.330629797,446719.957503508
"143","af17_4",2017-01-27 18:30:00,313968.407522044,446717.28861595
"144","af17_4",2017-01-28 08:00:00,313968.40750389,446717.298478309
"145","af17_4",2017-01-28 09:00:00,313968.407081701,446717.292296772
"146","af17_4",2017-01-28 09:55:00,313968.406021491,446717.287676589
"147","af17_4",2017-01-28 10:45:00,313968.405708821,446717.294786001
"148","af17_4",2017-01-28 11:40:00,313967.519037899,446715.236503392
"149","af17_4",2017-01-28 15:20:00,313965.73620029,446716.558345985
"150","af17_4",2017-01-28 16:30:00,313965.734348073,446716.558249248
"151","af17_4",2017-01-28 17:35:00,313965.735438105,446716.558321306
"152","af17_4",2017-01-28 18:21:00,313965.735869007,446716.558347159
"153","af17_4",2017-01-28 18:47:00,313966.970156145,446715.413726473
"154","af17_4",2017-01-29 09:42:00,313966.434626169,446715.580077383
"155","af17_4",2017-01-29 10:47:00,313965.764796594,446716.534906998
"156","af17_4",2017-01-29 12:16:00,313966.425496675,446715.587293946
"157","af17_4",2017-01-29 15:34:00,313969.411394878,446713.724106229
"158","af17_5",2017-01-30 12:15:00,313997.842378249,446767.999489262
"159","af17_5",2017-01-30 15:04:00,313997.837020456,446768.005931505
"160","af17_6",2017-01-31 14:24:00,313957.396829606,446729.998201296
"161","af17_6",2017-01-31 17:30:00,313955.845925274,446728.338772118
"162","af17_6",2017-02-01 07:50:00,313955.476637352,446728.692178038
"163","af17_6",2017-02-01 08:45:00,313955.62566312,446728.616088256
"164","af17_6",2017-02-01 09:57:00,313955.671376829,446728.524573739
"165","af17_6",2017-02-01 11:20:00,313955.591791702,446728.59236789
"166","af17_6",2017-02-01 11:58:00,313955.448380058,446728.623819991
"167","af17_6",2017-02-01 15:05:00,313955.550555885,446728.845246217
"168","af17_7",2017-02-01 09:08:00,313945.957630067,446705.002977146
"169","af17_7",2017-02-01 11:54:00,313945.497431387,446705.355503875
"170","af17_7",2017-02-01 12:36:00,313946.71956803,446708.725650625
"171","af17_7",2017-02-01 15:00:00,313946.557004643,446708.855761091
"172","af17_8",2017-02-03 14:44:00,313947.107269133,446674.752026943
"173","af17_8",2017-02-03 18:15:00,313944.005458311,446675.021241655
"174","af17_8",2017-02-04 07:35:00,313944.04939746,446674.88044775
"175","af17_8",2017-02-04 11:08:00,313944.096605393,446674.957593387
"176","af17_8",2017-02-04 12:48:00,313944.098736358,446674.958459787
"177","af17_8",2017-02-04 14:57:00,313944.24190182,446675.373520104
"178","af17_9",2017-02-03 15:20:00,313949.954000172,446664.812722687
"179","af17_9",2017-02-03 18:15:00,313957.304803986,446664.634164406
"180","af17_9",2017-02-04 07:35:00,313957.287718913,446664.622965774
"181","af17_9",2017-02-04 11:06:00,313956.318572485,446664.843059722
"182","af17_9",2017-02-04 14:56:00,313955.659089982,446664.447135478
"183","af17_gtp1",2017-02-18 12:43:00,313966.598298341,446715.59368187
"184","af17_gtp1",2017-02-18 12:57:00,313959.795044706,446713.617632777
"185","af17_gtp1",2017-02-18 13:04:00,313959.78163765,446713.60433678
"186","af20_1",2020-01-21 12:10:00,314019.870402638,446797.889752685
"187","af20_1",2020-01-21 14:46:00,314016.862359209,446801.432304529
"188","af20_1",2020-01-21 18:09:00,314016.725423302,446801.210095395
"189","af20_1",2020-01-22 08:32:00,314016.415079879,446802.498537195
"190","af20_1",2020-01-22 16:52:00,314016.485516475,446802.553377766
"191","af20_1",2020-01-22 17:53:00,314016.477880085,446802.558470086
"192","af20_1",2020-01-23 07:36:00,314016.251762433,446802.243051977
"193","af20_1",2020-01-23 10:47:00,314016.251777843,446802.243217592
"194","af20_1",2020-01-23 16:14:00,314016.426941904,446802.631345591
"195","af20_1",2020-01-23 18:10:00,314016.320278763,446802.442567479
"196","af20_1",2020-01-24 07:33:00,314016.323574117,446802.43646132
"197","af20_1",2020-01-24 11:43:00,314016.301419511,446802.45823981
"198","af20_1",2020-01-24 14:48:00,314016.30722961,446802.450940052
"199","af20_1",2020-01-24 17:30:00,314016.307594571,446802.452611534
"200","af20_1",2020-01-25 07:41:00,314017.605318529,446801.800950027
"201","af20_1",2020-01-25 11:01:00,314017.923403859,446802.578780328
"202","af20_1",2020-01-25 14:57:00,314017.829981084,446802.591260302
"203","af20_1",2020-01-25 17:11:00,314017.551544658,446802.901125589
"204","af20_1",2020-01-26 07:24:00,314018.577100193,446804.276966016
"205","af20_1",2020-01-26 10:52:00,314018.577093402,446804.276888348
"206","af20_1",2020-01-26 14:20:00,314018.477961387,446804.405003868
"207","af20_1",2020-01-26 16:34:00,314019.61213811,446801.981987025
"208","af20_1",2020-01-26 16:52:00,314020.500256748,446802.068657215
"209","af20_1",2020-01-27 07:06:00,314020.529342802,446802.173190439
"210","af20_1",2020-01-27 11:48:00,314020.618728183,446801.820899923
"211","af20_1",2020-01-27 14:04:00,314020.620104461,446801.821081338
"212","af20_10",2020-01-26 18:55:00,314044.735154466,446736.90189583
"213","af20_10",2020-01-27 07:35:00,314043.813382447,446738.282361205
"214","af20_10",2020-01-27 12:00:00,314044.86284351,446737.083327581
"215","af20_10",2020-01-27 15:26:00,314045.823421876,446736.797479522
"216","af20_10",2020-01-27 17:49:00,314046.026674775,446737.286014773
"217","af20_10",2020-01-27 18:23:00,314045.518808021,446735.309581687
"218","af20_10",2020-01-28 07:49:00,314044.632144895,446734.964444244
"219","af20_10",2020-01-28 11:46:00,314045.147584479,446735.133993121
"220","af20_10",2020-01-28 15:35:00,314045.808319009,446735.077307416
"221","af20_11",2020-01-29 10:32:00,313977.928829592,446853.368414834
"222","af20_11",2020-01-29 12:16:00,313976.360169255,446852.540812569
"223","af20_11",2020-01-29 15:04:00,313976.204837666,446852.502424209
"224","af20_11",2020-01-29 18:37:00,313976.346471052,446852.314670179
"225","af20_11",2020-01-30 07:44:00,313976.377191995,446852.323552863
"226","af20_11",2020-01-30 10:59:00,313976.348522353,446852.308364232
"227","af20_11",2020-01-30 15:07:00,313976.347426804,446852.313556776
"228","af20_12",2020-01-29 10:40:00,313979.319402369,446852.724494855
"229","af20_12",2020-01-29 12:17:00,313977.440296737,446849.793677893
"230","af20_12",2020-01-29 15:05:00,313977.56398343,446848.996090268
"231","af20_12",2020-01-29 18:38:00,313977.366948167,446849.872400375
"232","af20_12",2020-01-30 07:43:00,313978.262314356,446849.152219992
"233","af20_12",2020-01-30 11:01:00,313978.186830149,446849.051232097
"234","af20_12",2020-01-30 15:08:00,313976.818337621,446848.235566137
"235","af20_13",2020-01-30 11:20:00,313952.252666463,446812.277964132
"236","af20_13",2020-01-30 15:11:00,313952.371308531,446812.878897638
"237","af20_13",2020-01-30 17:57:00,313952.321217844,446812.810033307
"238","af20_13",2020-01-31 07:55:00,313952.142117322,446813.378344631
"239","af20_13",2020-01-31 11:30:00,313952.225001437,446813.480506652
"240","af20_13",2020-01-31 15:28:00,313951.68012681,446813.603230732
"241","af20_14",2020-01-30 16:16:00,313957.516985792,446813.231409777
"242","af20_14",2020-01-30 18:06:00,313956.354908818,446813.046677798
"243","af20_14",2020-01-31 07:56:00,313956.265114403,446813.223121276
"244","af20_14",2020-01-31 11:31:00,313957.043102559,446813.617664953
"245","af20_14",2020-01-31 14:48:00,313953.849566745,446813.416280555
"246","af20_15",2020-01-31 16:11:00,314000.2691189,446884.26760846
"247","af20_15",2020-02-01 10:36:00,313999.040552001,446883.17240189
"248","af20_15",2020-02-01 14:39:00,313998.98806613,446883.163649736
"249","af20_15",2020-02-01 16:12:00,313998.767046399,446883.168350098
"250","af20_15",2020-02-01 17:44:00,313998.775437771,446883.174666169
"251","af20_15",2020-02-02 07:53:00,314001.36176439,446879.989705268
"252","af20_15",2020-02-02 11:30:00,314000.991446424,446880.047515454
"253","af20_15",2020-02-02 14:56:00,314000.793355326,446879.742962631
"254","af20_15",2020-02-02 16:22:00,314000.801582925,446879.746746163
"255","af20_15",2020-02-02 17:30:00,314000.811672871,446879.731671633
"256","af20_15",2020-02-03 08:46:00,314000.984154555,446880.052771203
"257","af20_15",2020-02-03 12:00:00,314000.704318963,446879.941014671
"258","af20_15",2020-02-03 14:56:00,314000.702174455,446879.74521094
"259","af20_15",2020-02-03 17:21:00,314000.701480519,446879.745566459
"260","af20_15",2020-02-04 07:40:00,314001.077922363,446879.983169949
"261","af20_15",2020-02-04 08:12:00,314001.079347944,446879.988883378
"262","af20_15",2020-02-04 11:20:00,314001.0073628,446880.048738926
"263","af20_15",2020-02-04 15:08:00,314001.007055828,446880.04878855
"264","af20_15",2020-02-04 18:11:00,314000.984449231,446880.030756388
"265","af20_16",2020-02-01 11:45:00,313985.95027917,446869.498704073
"266","af20_16",2020-02-01 14:44:00,313984.694600211,446870.234823547
"267","af20_16",2020-02-01 16:15:00,313984.692485794,446870.185472736
"268","af20_16",2020-02-01 17:46:00,313984.652930778,446870.214358868
"269","af20_16",2020-02-02 07:47:00,313989.014397292,446866.368838837
"270","af20_16",2020-02-02 11:26:00,313990.750755449,446866.224390172
"271","af20_16",2020-02-02 15:02:00,313991.605107752,446866.001628226
"272","af20_16",2020-02-02 16:23:00,313991.646433569,446866.017686934
"273","af20_16",2020-02-02 17:34:00,313990.678167181,446865.66065051
"274","af20_16",2020-02-03 08:22:00,313990.269181821,446865.674595172
"275","af20_16",2020-02-03 11:52:00,313993.239200352,446866.281398795
"276","af20_16",2020-02-03 14:51:00,313992.619853899,446867.326203407
"277","af20_16",2020-02-03 17:16:00,313990.230140556,446866.627972933
"278","af20_16",2020-02-04 07:35:00,313990.037422071,446866.563941411
"279","af20_16",2020-02-04 08:06:00,313990.24268109,446866.417670047
"280","af20_16",2020-02-04 11:16:00,313990.037456729,446866.563956519
"281","af20_16",2020-02-04 15:04:00,313990.037718848,446866.563980359
"282","af20_16",2020-02-04 18:07:00,313990.156365881,446866.717989211
"283","af20_17",2020-02-08 15:26:00,313996.766725727,446879.693970871
"284","af20_17",2020-02-09 07:33:00,313999.606108819,446877.407541481
"285","af20_17",2020-02-09 08:30:00,313999.590372573,446877.387851839
"286","af20_17",2020-02-09 09:41:00,313999.588815412,446877.39112115
"287","af20_17",2020-02-09 11:48:00,313999.163846727,446877.032410004
"288","af20_17",2020-02-09 14:20:00,313998.880417247,446877.171949255
"289","af20_17",2020-02-09 17:01:00,313999.190610621,446877.331263334
"290","af20_17",2020-02-10 08:04:00,314000.303637695,446877.534163316
"291","af20_17",2020-02-10 10:34:00,313999.755241664,446876.515097329
"292","af20_17",2020-02-10 15:01:00,313998.693399928,446876.771331949
"293","af20_17",2020-02-10 16:15:00,313996.067457625,446880.550495372
"294","af20_18",2020-02-08 15:53:00,313962.324332607,446874.374592163
"295","af20_18",2020-02-09 07:41:00,313962.387707279,446867.289746831
"296","af20_18",2020-02-09 08:24:00,313962.302474442,446867.058294366
"297","af20_18",2020-02-09 09:44:00,313962.804931892,446867.436648687
"298","af20_18",2020-02-09 11:16:00,313960.222477827,446864.518812755
"299","af20_18",2020-02-09 14:27:00,313958.311435908,446865.553235669
"300","af20_18",2020-02-10 07:56:00,313960.655305535,446865.693549476
"301","af20_18",2020-02-10 10:27:00,313959.843628343,446865.373433193
"302","af20_18",2020-02-10 14:41:00,313959.34126095,446865.3558348
"303","af20_19",2020-02-08 16:19:00,313959.917395064,446801.089715822
"304","af20_19",2020-02-09 07:55:00,313962.067738116,446802.437665962
"305","af20_19",2020-02-09 08:40:00,313962.182260952,446802.494142462
"306","af20_19",2020-02-09 09:51:00,313962.733350527,446801.766890005
"307","af20_19",2020-02-09 11:31:00,313962.405808927,446801.251009986
"308","af20_19",2020-02-09 14:51:00,313961.849182249,446802.392327436
"309","af20_19",2020-02-09 17:38:00,313962.673564572,446802.294518516
"310","af20_19",2020-02-10 09:20:00,313963.510103641,446801.423809333
"311","af20_19",2020-02-10 10:39:00,313963.800753156,446801.547768979
"312","af20_19",2020-02-10 15:11:00,313961.754573985,446799.93466765
"313","af20_19",2020-02-10 17:35:00,313961.471715175,446799.971078738
"314","af20_19",2020-02-11 14:04:00,313965.470344629,446798.992786807
"315","af20_19",2020-02-12 09:20:00,313957.024285121,446805.497300295
"316","af20_19",2020-02-12 16:14:00,313960.396405718,446801.752650853
"317","af20_2",2020-01-21 12:26:00,314024.90866841,446795.496155431
"318","af20_2",2020-01-21 15:46:00,314024.999728156,446795.532361264
"319","af20_2",2020-01-21 18:10:00,314025.260957286,446796.016338676
"320","af20_2",2020-01-22 08:26:00,314024.024626583,446795.116450354
"321","af20_2",2020-01-22 16:03:00,314024.13576493,446795.122793309
"322","af20_2",2020-01-22 18:02:00,314024.137490331,446795.124159745
"323","af20_2",2020-01-23 07:41:00,314024.134959345,446795.122066725
"324","af20_2",2020-01-23 10:44:00,314024.135782828,446795.124126498
"325","af20_2",2020-01-23 16:16:00,314024.136763066,446795.12253675
"326","af20_2",2020-01-23 18:10:00,314024.127569637,446795.124130793
"327","af20_2",2020-01-24 07:23:00,314024.519364461,446795.101507693
"328","af20_2",2020-01-24 11:41:00,314024.704163911,446795.006835991
"329","af20_2",2020-01-24 14:46:00,314024.702584375,446795.008967083
"330","af20_2",2020-01-24 17:40:00,314024.24104174,446795.010819628
"331","af20_2",2020-01-25 07:48:00,314024.136839617,446794.969542127
"332","af20_2",2020-01-25 11:00:00,314026.627852299,446794.120732394
"333","af20_2",2020-01-25 15:01:00,314025.884566542,446792.985216591
"334","af20_20",2020-02-08 16:43:00,313960.290876548,446801.229613979
"335","af20_20",2020-02-09 07:51:00,313959.336289247,446803.111311
"336","af20_20",2020-02-09 08:38:00,313955.532257632,446802.86373684
"337","af20_20",2020-02-09 09:48:00,313955.32007808,446802.635979127
"338","af20_20",2020-02-09 11:34:00,313955.79593269,446802.720375536
"339","af20_20",2020-02-09 14:54:00,313955.651235666,446802.682523485
"340","af20_20",2020-02-09 17:42:00,313957.618528341,446806.144680698
"341","af20_20",2020-02-10 09:21:00,313957.113995643,446805.211210529
"342","af20_20",2020-02-10 10:41:00,313960.05081592,446806.232317055
"343","af20_20",2020-02-10 15:13:00,313960.549164588,446806.185903173
"344","af20_20",2020-02-10 17:40:00,313961.322139367,446805.46046041
"345","af20_20",2020-02-11 08:56:00,313961.478537873,446805.043477771
"346","af20_20",2020-02-11 14:48:00,313963.100931399,446804.665336549
"347","af20_20",2020-02-12 09:16:00,313958.324566336,446800.751101401
"348","af20_20",2020-02-12 12:16:00,313957.164609125,446805.492180609
"349","af20_20",2020-02-12 12:21:00,313959.73516482,446800.96519067
"350","af20_20",2020-02-12 15:34:00,313958.543523063,446800.745387868
"351","af20_21",2020-02-08 16:54:00,314021.480165431,446787.43201581
"352","af20_21",2020-02-09 07:53:00,314022.690750414,446790.414158427
"353","af20_21",2020-02-09 08:44:00,314022.690616394,446790.414237062
"354","af20_21",2020-02-09 09:50:00,314022.690627076,446790.414253829
"355","af20_21",2020-02-09 11:45:00,314022.805192737,446790.838931093
"356","af20_21",2020-02-09 15:06:00,314022.552368214,446795.128822955
"357","af20_21",2020-02-09 17:50:00,314021.975776469,446793.831363453
"358","af20_21",2020-02-10 08:10:00,314024.774426633,446791.74419318
"359","af20_22",2020-02-08 17:04:00,314018.908144199,446789.014256473
"360","af20_22",2020-02-09 07:50:00,314016.456046903,446792.760061139
"361","af20_22",2020-02-09 08:44:00,314016.503505875,446792.742685788
"362","af20_22",2020-02-09 09:49:00,314016.400203456,446792.474163642
"363","af20_22",2020-02-09 11:41:00,314016.245398681,446792.093762771
"364","af20_22",2020-02-09 14:58:00,314016.26090957,446792.098980356
"365","af20_22",2020-02-09 17:46:00,314016.71151506,446791.972387515
"366","af20_22",2020-02-10 08:02:00,314015.896653877,446792.195733127
"367","af20_23",2020-02-08 17:52:00,313959.945396642,446836.965054519
"368","af20_23",2020-02-09 07:45:00,313962.394260971,446838.104022859
"369","af20_23",2020-02-09 08:34:00,313962.401660153,446838.108332334
"370","af20_23",2020-02-09 09:45:00,313962.395887443,446838.111518809
"371","af20_23",2020-02-09 11:26:00,313962.630539453,446839.371303933
"372","af20_23",2020-02-09 14:48:00,313963.137988452,446839.413741452
"373","af20_23",2020-02-09 17:33:00,313965.799976791,446843.137398359
"374","af20_23",2020-02-10 07:53:00,313965.095873764,446841.917453914
"375","af20_24",2020-02-09 11:31:00,314000.328392546,446884.181888823
"376","af20_24",2020-02-09 14:23:00,314000.755315795,446883.63872023
"377","af20_24",2020-02-09 17:08:00,314000.43529046,446882.855717046
"378","af20_24",2020-02-10 08:06:00,314000.21073836,446882.5728739
"379","af20_24",2020-02-10 10:31:00,314000.25299238,446882.49814841
"380","af20_24",2020-02-10 15:00:00,314000.489794083,446884.239551967
"381","af20_24",2020-02-10 16:13:00,314000.313461177,446885.40855343
"382","af20_25",2020-02-09 17:53:00,313955.864300626,446872.461080325
"383","af20_25",2020-02-10 07:58:00,313959.037131398,446870.386338723
"384","af20_25",2020-02-10 10:28:00,313957.028028242,446873.232746038
"385","af20_25",2020-02-10 15:01:00,313957.505842262,446872.798505844
"386","af20_26",2020-02-12 11:51:00,313961.759584552,446904.018804549
"387","af20_26",2020-02-12 15:23:00,313960.216039656,446904.086627906
"388","af20_26",2020-02-12 17:52:00,313960.286201294,446904.112039532
"389","af20_26",2020-02-13 08:40:00,313956.70313113,446903.114816344
"390","af20_26",2020-02-13 15:16:00,313957.165325356,446903.753563051
"391","af20_27",2020-02-12 11:42:00,313970.044057913,446905.225736875
"392","af20_27",2020-02-12 15:19:00,313971.038324885,446906.622780333
"393","af20_27",2020-02-12 17:51:00,313968.455580278,446906.505837694
"394","af20_27",2020-02-13 08:36:00,313965.175694946,446906.947212921
"395","af20_27",2020-02-13 15:15:00,313966.363060009,446907.032239058
"396","af20_28",2020-02-12 17:11:00,313891.955626167,446650.923554064
"397","af20_28",2020-02-13 08:16:00,313891.587085204,446648.635545852
"398","af20_28",2020-02-13 11:29:00,313891.001886089,446647.666824144
