"","id","sex","trans_group","trans_dist","homing_prop","homing_bin","dt","x_utm","y_utm","x_new","y_new","dist2home","dist2release","duration","time_norm"
"1","dt17_1","female","50m",49.0149261187601,0,1,2017-03-01 16:54:00,313689.7,447448.2,0,0,49.0149261187601,0,0,16.9
"2","dt17_1","female","50m",49.0149261187601,0.108357592978253,1,2017-03-01 17:12:00,313685.6,447441.4,5.5623826876028,5.66655970027535,43.7037867045243,7.94040301245019,0.3,17.2
"3","dt17_1","female","50m",49.0149261187601,0.108588487320191,1,2017-03-01 17:32:00,313685.9,447441.5,5.24738438074699,5.6387017265289,43.692469435413,7.70259696466507,0.633333333333333,17.5333333333333
"4","dt17_1","female","50m",49.0149261187601,0.131529647566198,1,2017-03-01 18:00:00,313688.2,447441.1,3.10239247823082,6.56011897083527,42.5680101608763,7.25672102264486,1.1,18
"5","dt17_1","female","50m",49.0149261187601,0.119308668722071,1,2017-03-01 18:48:00,313686.9,447441.3,4.32081636361738,6.06469669086199,43.1670205360202,7.44647567646978,1.9,18.8
"6","dt17_1","female","50m",49.0149261187601,0.119308668722071,1,2017-03-02 06:30:00,313686.9,447441.3,4.32081636361738,6.06469669086199,43.1670205360202,7.44647567646978,13.6,30.5
"7","dt17_1","female","50m",49.0149261187601,0.117380834218715,1,2017-03-02 07:52:00,313686.9,447441.4,4.29767392506167,5.96741140140526,43.2615132017713,7.3539105243249,14.9666666666667,31.8666666666667
"8","dt17_1","female","50m",49.0149261187601,0.118522628483972,1,2017-03-02 09:01:00,313686.5,447441.2,4.73309995987329,6.06941222606621,43.2055482402169,7.69675256196238,16.1166666666667,33.0166666666667
"9","dt17_1","female","50m",49.0149261187601,0.0749616865416327,1,2017-03-02 10:11:00,313688.9,447444.2,1.70397985727574,3.70627206853193,45.3406845911843,4.07921561087194,17.2833333333333,34.1833333333333
"10","dt17_1","female","50m",49.0149261187601,0.723552935816796,1,2017-03-02 11:50:00,313690.9,447409.5,7.78870024484931,37.9271162691921,13.5500324266879,38.7186001813202,18.9333333333333,35.8333333333333
"11","dt17_10","female","200m",209.49522176044,0,0,2017-03-08 15:46:00,313814.1,447490.3,0,0,209.49522176044,0,0,15.7666666666667
"12","dt17_10","female","200m",209.49522176044,-0.0103771829005141,0,2017-03-08 16:02:00,313817.1,447489.9,-2.11654254632228,-2.16338800255055,211.669191993432,3.0265491900797,0.266666666666667,16.0333333333333
"13","dt17_10","female","200m",209.49522176044,-0.0481340819427558,0,2017-03-08 16:35:00,313823.9,447494,-2.90390612404735,-10.0646574320102,219.579081931273,10.475208828515,0.816666666666667,16.5833333333333
"14","dt17_10","female","200m",209.49522176044,-0.0598606305114635,0,2017-03-08 17:29:00,313827,447493.9,-4.8400330520206,-12.4877572068086,222.035737824159,13.3929085713616,1.71666666666667,17.4833333333333
"15","dt17_10","female","200m",209.49522176044,-0.0851611626119153,0,2017-03-08 18:27:00,313828.6,447500.7,-0.351465903892063,-17.8405849601095,227.3360784072,17.8440466262696,2.68333333333333,18.45
"16","dt17_10","female","200m",209.49522176044,-0.0851611626119153,0,2017-03-09 06:30:00,313828.6,447500.7,-0.351465903892063,-17.8405849601095,227.3360784072,17.8440466262696,14.7333333333333,30.5
"17","dt17_10","female","200m",209.49522176044,-0.0857318327977201,0,2017-03-09 08:40:00,313828.6,447500.9,-0.191274178421406,-17.9603288998117,227.455631084328,17.9613473882318,16.9,32.6666666666667
"18","dt17_10","female","200m",209.49522176044,-0.103020840104582,0,2017-03-09 10:15:00,313830.5,447504.4,1.47451359003384,-21.5776692363785,231.077595504097,21.6279911226574,18.4833333333333,34.25
"19","dt17_10","female","200m",209.49522176044,-0.102928771793001,0,2017-03-09 11:20:00,313830.4,447504.5,1.6144814225795,-21.5574453435001,231.058307632745,21.6178167260676,19.5666666666667,35.3333333333333
"20","dt17_10","female","200m",209.49522176044,-0.101107351565215,0,2017-03-09 12:46:00,313830.3,447504,1.27387407879466,-21.1779896315035,230.676728798206,21.2162673437317,21,36.7666666666667
"21","dt17_10","female","200m",209.49522176044,-0.0861144383830781,0,2017-03-09 14:09:00,313828.7,447500.9,-0.251146148289902,-18.0404247625703,227.535785126279,18.042172818199,22.3833333333333,38.15
"22","dt17_10","female","200m",209.49522176044,-0.0765095290437592,0,2017-03-09 15:44:00,313827.9,447498.6,-1.6143752323588,-16.0226025542119,225.523602514249,16.1037262768929,23.9666666666667,39.7333333333333
"23","dt17_10","female","200m",209.49522176044,-0.0858291364013279,0,2017-03-09 17:09:00,313828.7,447500.8,-0.331242011048541,-17.9805527927018,227.476015724344,17.9836036433475,25.3833333333333,41.15
