"","date","temp"
"1",2019-05-21,23.8950993589744
"2",2019-05-22,23.8896762820513
"3",2019-05-23,23.8827019230769
"4",2019-05-24,23.4702115384615
"5",2019-05-25,22.8870128205128
"6",2019-05-26,23.6582211538462
"7",2019-05-27,23.2540064102564
"8",2019-05-28,22.6692980769231
"9",2019-05-29,23.6198269230769
"10",2019-05-30,23.2685801282051
"11",2019-05-31,22.9337179487179
"12",2019-06-01,23.1289006410256
"13",2019-06-02,23.2703814102564
"14",2019-06-03,23.4637051282051
"15",2019-06-04,23.1642948717949
"16",2019-06-05,23.3202628205128
"17",2019-06-06,23.1552403846154
"18",2019-06-07,23.8417596153846
"19",2019-06-08,23.3144551282051
"20",2019-06-09,23.2019551282051
"21",2019-06-10,23.8367019230769
"22",2019-06-11,23.2786826923077
"23",2019-06-12,23.3958173076923
"24",2019-06-13,23.1799487179487
"25",2019-06-14,23.3792948717949
"26",2019-06-15,23.3712852564103
"27",2019-06-16,24.0357852564103
"28",2019-06-17,23.6614102564103
"29",2019-06-18,23.0202980769231
"30",2019-06-19,23.7047403846154
"31",2019-06-20,22.8937692307692
"32",2019-06-21,23.5648621794872
"33",2019-06-22,22.9325256410256
"34",2019-06-23,23.3603557692308
"35",2019-06-24,23.2674647435897
