"","id","sex","trans_group","trans_dist","homing_prop","homing_bin","dt","x_utm","y_utm","x_new","y_new","dist2home","dist2release","duration","time_norm","id_coded"
"1","os19_12f","female","50m",54.3661506094327,0,1,2019-05-29 15:20:23,699014.9,58481,0,0,54.3661506094327,0,0,15.3397222222222,"19_12"
"2","os19_12f","female","50m",54.3661506094327,0.00133678434618234,1,2019-05-29 15:35:23,699014.8,58481,-0.0686433986720102,0.0727192121388761,54.2934747903358,0.0999999999767169,0.25,15.5897222222222,"19_12"
"3","os19_12f","female","50m",54.3661506094327,0,1,2019-05-29 15:50:31,699014.9,58481,0,0,54.3661506094327,0,0.502222222222222,15.8419444444444,"19_12"
"4","os19_12f","female","50m",54.3661506094327,-0.00576890140945086,1,2019-05-29 16:57:53,699015.7,58481.4,0.84002403808028,-0.307180102442696,54.6797835723099,0.894427190938092,1.625,16.9647222222222,"19_12"
"5","os19_12f","female","50m",54.3661506094327,-0.0452470597919892,1,2019-05-29 17:34:28,699016.2,58478.8,-0.70745848452969,-2.45550452910854,56.826059076718,2.55538646779809,2.23472222222222,17.5744444444444,"19_12"
"6","os19_12f","female","50m",54.3661506094327,-0.00441284751480975,1,2019-05-29 18:02:28,699015.6,58481.4,0.77138063940827,-0.23446089030382,54.6060601420393,0.806225774790146,2.70138888888889,18.0411111111111,"19_12"
"7","os19_12f","female","50m",54.3661506094327,-0.00441284751480975,1,2019-05-30 05:30:00,699015.6,58481.4,0.77138063940827,-0.23446089030382,54.6060601420393,0.806225774790146,14.1602777777778,29.5,"19_12"
"8","os19_12f","female","50m",54.3661506094327,0.136303336662913,1,2019-05-30 08:02:56,699003.6,58480.8,-7.90214247608461,8.0799841762661,46.9558628798485,11.3017697729626,16.7091666666667,32.0488888888889,"19_12"
"9","os19_12f","female","50m",54.3661506094327,0.138128861049234,1,2019-05-30 08:45:37,699003.7,58481,-7.6880606531031,8.14455176150122,46.8566161461206,11.2000000000698,17.4205555555556,32.7602777777778,"19_12"
"10","os19_12f","female","50m",54.3661506094327,0.137772332462575,1,2019-05-30 09:19:58,699003.6,58480.9,-7.82942326392986,8.1486275749531,46.8759992329595,11.3004424692599,17.9930555555556,33.3327777777778,"19_12"
"11","os19_12f","female","50m",54.3661506094327,0.137772332462575,1,2019-05-30 10:16:19,699003.6,58480.9,-7.82942326392986,8.1486275749531,46.8759992329595,11.3004424692599,18.9322222222222,34.2719444444444,"19_12"
"12","os19_12f","female","50m",54.3661506094327,0.122458274399083,1,2019-05-30 10:58:00,699003.1,58479.5,-9.19070922755219,7.55121605409924,47.7085656200809,11.8949569146382,19.6269444444444,34.9666666666667,"19_12"
"13","os19_12f","female","50m",54.3661506094327,0.141688934320138,1,2019-05-30 11:32:04,699002.7,58480.5,-8.73809070076206,8.52852688961933,46.6630686664941,12.2102416029211,20.1947222222222,35.5344444444444,"19_12"
"14","os19_12f","female","50m",54.3661506094327,0.129418294785728,1,2019-05-30 12:07:09,699002.3,58479.4,-9.81257562916293,8.06432635260791,47.3301761034958,12.7011810474227,20.7794444444444,36.1191666666667,"19_12"
"15","os19_12f","female","50m",54.3661506094327,0.129418294785728,1,2019-05-30 13:07:21,699002.3,58479.4,-9.81257562916293,8.06432635260791,47.3301761034958,12.7011810474227,21.7827777777778,37.1225,"19_12"
"16","os19_12f","female","50m",54.3661506094327,0.130930154156532,1,2019-05-30 13:58:05,699002.3,58479.5,-9.73985641700818,8.1329697512949,47.2479821292424,12.6889715895108,22.6283333333333,37.9680555555556,"19_12"
"17","os19_12f","female","50m",54.3661506094327,0.1304637328364,1,2019-05-30 15:07:43,699002.2,58479.4,-9.88121902791485,8.13704556483144,47.2733396609802,12.8003906191088,23.7888888888889,39.1286111111111,"19_12"
"18","os19_12f","female","50m",54.3661506094327,0.11414115398423,1,2019-05-30 16:20:16,698998.9,58476.3,-14.4007467613996,8.40883420659553,48.1607354411916,16.6760307027773,24.9980555555556,40.3377777777778,"19_12"
"19","os19_12f","female","50m",54.3661506094327,0.137613816949592,1,2019-05-30 17:05:22,698993.3,58475,-19.1901268459388,11.5887459043579,46.8846171112122,22.4178500307009,25.7497222222222,41.0894444444444,"19_12"
"20","os19_12f","female","50m",54.3661506094327,0.0554134921593112,1,2019-05-30 17:55:31,698991.3,58469.5,-24.5625514882681,9.26774321963447,51.3535323489049,26.2528093734538,26.5855555555556,41.9252777777778,"19_12"
"21","os19_12f","female","50m",54.3661506094327,0.0554134921593112,1,2019-05-31 05:30:00,698991.3,58469.5,-24.5625514882681,9.26774321963447,51.3535323489049,26.2528093734538,38.1602777777778,53.5,"19_12"
"22","os19_12f","female","50m",54.3661506094327,-0.0733986693010478,1,2019-05-31 09:24:35,698982.5,58460.4,-37.2206188790208,9.42048460877306,58.3565537191854,38.394270405901,42.07,57.4097222222222,"19_12"
"23","os19_12f","female","50m",54.3661506094327,0.0450457148073619,1,2019-05-31 10:29:48,698979.9,58466.6,-34.4967560912347,15.5670748434607,51.9171884939061,37.846532205739,43.1569444444444,58.4966666666667,"19_12"
"24","os19_12f","female","50m",54.3661506094327,0.0454777529988963,1,2019-05-31 11:19:34,698980.7,58466.7,-33.8748896896239,15.053964544952,51.8937002405161,37.0692595017065,43.9863888888889,59.3261111111111,"19_12"
"25","os19_12f","female","50m",54.3661506094327,0.0467153234520608,1,2019-05-31 11:57:04,698980,58466.7,-34.3553934804079,15.5629990300088,51.8264182988696,37.7160443313149,44.6113888888889,59.9511111111111,"19_12"
"26","os19_12f","female","50m",54.3661506094327,0.0467153234520608,1,2019-05-31 12:39:46,698980,58466.7,-34.3553934804079,15.5629990300088,51.8264182988696,37.7160443313149,45.3230555555556,60.6627777777778,"19_12"
"27","os19_12f","female","50m",54.3661506094327,0.0555357414598366,1,2019-05-31 13:19:50,698980.2,58467.2,-33.8545106222849,15.760777599171,51.3468861250207,37.3434063792382,45.9908333333333,61.3305555555556,"19_12"
"28","os19_12f","female","50m",54.3661506094327,0.0555357414598366,1,2019-05-31 14:06:07,698980.2,58467.2,-33.8545106222849,15.760777599171,51.3468861250207,37.3434063792382,46.7622222222222,62.1019444444444,"19_12"
"29","os19_12f","female","50m",54.3661506094327,0.0571916296939858,1,2019-05-31 15:18:42,698980.3,58467.3,-33.7131480113729,15.7567017856394,51.2568618558905,37.2135727927098,47.9719444444444,63.3116666666667,"19_12"
"30","os19_12f","female","50m",54.3661506094327,0.0413809606613377,1,2019-05-31 16:11:17,698979.9,58466.4,-34.6421945155442,15.4297880460867,52.1164270697554,37.9230800436879,48.8483333333333,64.1880555555556,"19_12"
"31","os19_12f","female","50m",54.3661506094327,0.0413809606613377,1,2019-05-31 17:20:57,698979.9,58466.4,-34.6421945155442,15.4297880460867,52.1164270697554,37.9230800436879,50.0094444444444,65.3491666666667,"19_12"
"32","os19_12f","female","50m",54.3661506094327,0.0398610262052255,1,2019-05-31 17:58:46,698979.7,58466.3,-34.8522005251229,15.5065830717621,52.1990600553128,38.146166255665,50.6397222222222,65.9794444444444,"19_12"
"33","os19_12f","female","50m",54.3661506094327,0.0398610262052255,1,2019-06-01 05:30:00,698979.7,58466.3,-34.8522005251229,15.5065830717621,52.1990600553128,38.146166255665,62.1602777777778,77.5,"19_12"
"34","os19_12f","female","50m",54.3661506094327,0.0537045173879808,1,2019-06-01 07:36:17,698980.2,58467.1,-33.9272298344396,15.692134200484,51.4464427287108,37.3804761875085,64.265,79.6047222222222,"19_12"
"35","os19_12f","female","50m",54.3661506094327,0.0573669337734454,1,2019-06-01 08:25:58,698980.2,58467.3,-33.7817914101248,15.829420997863,51.2473312479042,37.306567786447,65.0930555555556,80.4327777777778,"19_12"
"36","os19_12f","female","50m",54.3661506094327,0.27064026836272,1,2019-06-01 09:17:35,698977,58478.7,-27.6883899823508,25.9817832372421,39.6524810186478,37.9697247817492,65.9533333333333,81.2930555555556,"19_12"
"37","os19_12f","female","50m",54.3661506094327,0.36180371784599,1,2019-06-01 10:31:26,698989.2,58486.5,-13.6417967942926,22.4642244519329,34.6962751939649,26.2819329579008,67.1841666666667,82.5238888888889,"19_12"
