"","id","sex","trans_group","homing_bin","latency1","orient_dist1","orient_angle1","latency_daytime1","latency2","orient_dist2","orient_angle2","latency_daytime2"
"41","af20_38","male","200m",1,14.8833333333333,7.21734023031807,-70.359229168567,14.8833333333333,41.0333333333333,35.9923603005026,-21.7244254640836,19.0333333333333
"42","af20_39","male","200m",0,67.8333333333333,9.99849988748091,-166.310302449009,43.8333333333333,NA,NA,NA,NA
"43","af20_4","female","50m",0,1.01666666666667,8.89550448259576,2.5910908793574,1.01666666666667,NA,NA,NA,NA
"44","af20_41","female","200m",0,110.616666666667,9.33005894945735,20.2128797230856,62.6166666666667,NA,NA,NA,NA
"45","af20_5","male","50m",1,49.1,10.06031808642,22.8646292563194,25.1,73.75,38.007630812827,5.51391203508662,7.75
"46","af20_6","female","50m",0,22.3333333333333,6.08276253034032,-128.895133938528,22.3333333333333,NA,NA,NA,NA
"47","af20_7","male","50m",1,15.05,8.56154191724103,5.46702953865307,15.05,17.8666666666667,38.6291340830039,-6.506124302927,17.8666666666667
"48","af20_8","female","200m",0,23.65,6.97710541702065,54.7562397414728,23.65,NA,NA,NA,NA
"49","af20_9","male","50m",0,69.65,5.83095189483132,-60.8846848978637,45.65,NA,NA,NA,NA
"50","af17_23","male","50m",1,NA,NA,NA,NA,1.8,45.5798200962055,3.29769002842896,1.8
"51","af17_24","female","50m",1,NA,NA,NA,NA,47.9666666666667,36.3649556578734,3.49099014382642,25.9666666666667
"52","af17_28","male","50m",1,NA,NA,NA,NA,1.4,46.0212994166707,4.75884350058513,1.4
"53","af17_30","male","50m",1,NA,NA,NA,NA,15.4666666666667,45.1359058843163,-1.8589910784252,15.4666666666667
"54","af17_4","male","50m",1,NA,NA,NA,NA,2.6,36.9529430492316,3.45616779975875,2.6
"55","af20_10","male","200m",1,NA,NA,NA,NA,66.55,39.8810732052333,-33.632865774476,22.55
"56","af20_20","female","50m",1,NA,NA,NA,NA,25.2666666666667,40.5659956121203,-15.9629582409576,3.26666666666667
"57","af20_28","male","200m",1,NA,NA,NA,NA,17.3,36.5034244968626,14.220117937961,17.3
"58","af20_34","male","50m",1,NA,NA,NA,NA,24.9333333333333,39.0366494463571,-16.9374455678382,2.93333333333333
