"","id","dt","x_utm","y_utm","sex"
"127","os19_19f",2019-06-04 10:58:54,698969.391420073,58471.3990187566,"female"
"128","os19_19f",2019-06-04 12:35:13,698969.351858409,58471.3534522532,"female"
"129","os19_19f",2019-06-04 13:42:08,698969.379894555,58471.3974007672,"female"
"130","os19_19f",2019-06-04 14:38:32,698969.358093873,58471.3826334026,"female"
"131","os19_19f",2019-06-04 15:54:37,698968.693241064,58471.7503129168,"female"
"132","os19_19f",2019-06-04 17:14:46,698968.252389096,58469.874450057,"female"
"133","os19_19f",2019-06-04 18:02:23,698968.253889558,58469.8724326216,"female"
"134","os19_19f",2019-06-05 08:24:18,698959.329165917,58462.9107828234,"female"
"135","os19_1f",2019-05-23 15:48:15,698950.53116942,58538.9747403916,"female"
"136","os19_1f",2019-05-23 15:49:44,698948.942066206,58536.4298345297,"female"
"137","os19_1f",2019-05-23 16:08:03,698948.939795366,58536.4523129857,"female"
"138","os19_1f",2019-05-23 16:30:25,698948.939795366,58536.4523129857,"female"
"139","os19_1f",2019-05-23 17:24:28,698955.627698318,58539.1542669485,"female"
"140","os19_1f",2019-05-23 18:05:17,698957.561947202,58539.308415052,"female"
"141","os19_1f",2019-05-24 07:40:59,698955.618008701,58540.8058889302,"female"
"142","os19_1f",2019-05-24 08:09:23,698954.494034226,58540.5696189336,"female"
"143","os19_1f",2019-05-24 08:55:54,698948.913515894,58538.4489102838,"female"
"144","os19_1f",2019-05-24 09:30:42,698948.931171097,58538.4415553314,"female"
"145","os19_1f",2019-05-24 10:08:20,698948.243627208,58535.4513958074,"female"
"146","os19_1f",2019-05-24 10:40:08,698949.752489462,58533.4285455467,"female"
"147","os19_1f",2019-05-24 11:44:59,698948.905598302,58533.3024078437,"female"
"148","os19_1f",2019-05-24 12:22:10,698948.905132095,58533.3023457626,"female"
"149","os19_1f",2019-05-24 13:45:55,698948.90554213,58533.3031231521,"female"
"150","os19_1f",2019-05-24 14:34:03,698948.773975702,58534.1399197343,"female"
"151","os19_1f",2019-05-24 15:37:14,698948.594082959,58534.105045055,"female"
"152","os19_1f",2019-05-24 16:15:22,698948.905307168,58533.3027564898,"female"
"153","os19_1f",2019-05-24 17:00:14,698948.905185982,58533.3037386189,"female"
"154","os19_1f",2019-05-24 17:32:21,698948.905139594,58533.3028746636,"female"
"155","os19_1f",2019-05-24 18:02:24,698948.905269951,58533.3032318048,"female"
"156","os19_1f",2019-05-25 08:44:39,698969.499488081,58524.8206134657,"female"
"157","os19_1f",2019-05-25 09:18:14,698969.499636806,58524.8206189649,"female"
"158","os19_1f",2019-05-25 10:12:37,698969.087712976,58525.21424698,"female"
"159","os19_1f",2019-05-25 11:03:42,698969.087731455,58525.2147496764,"female"
"160","os19_1f",2019-05-25 11:44:06,698969.085995686,58525.2162722251,"female"
"161","os19_1f",2019-05-25 12:24:38,698969.086020965,58525.2164193053,"female"
"162","os19_1f",2019-05-25 13:36:01,698969.891649475,58525.0902410063,"female"
"163","os19_1f",2019-05-25 14:37:36,698972.975896836,58522.5681903283,"female"
"164","os19_1f",2019-05-25 15:11:22,698972.981002224,58522.5489740849,"female"
"165","os19_1f",2019-05-25 15:42:26,698971.863055346,58522.5041710743,"female"
"166","os19_1f",2019-05-25 16:14:59,698971.529343153,58522.9486659403,"female"
"167","os19_1f",2019-05-25 16:45:24,698970.87425303,58524.1798557824,"female"
"168","os19_1f",2019-05-25 17:34:04,698969.877839616,58525.0898721727,"female"
"169","os19_1f",2019-05-25 18:12:03,698969.866502818,58525.0874134983,"female"
"170","os19_1f",2019-05-26 07:55:27,698971.057035634,58523.822341626,"female"
"171","os19_1f",2019-05-26 08:56:42,698991.223771532,58524.7810322569,"female"
"172","os19_20m",2019-06-01 16:55:23,698956.409845573,58456.4574060478,"male"
"173","os19_20m",2019-06-01 17:10:23,698956.485774051,58456.4769505427,"male"
"174","os19_20m",2019-06-01 17:25:43,698956.054281753,58457.048827742,"male"
"175","os19_20m",2019-06-01 18:00:48,698954.891171763,58456.6633876264,"male"
"176","os19_20m",2019-06-02 07:40:06,698946.275501058,58450.4212606897,"male"
"177","os19_20m",2019-06-02 07:43:09,698946.222197414,58448.9722976059,"male"
"178","os19_20m",2019-06-02 08:40:35,698944.682829589,58447.314182064,"male"
"179","os19_20m",2019-06-02 09:55:26,698940.963806017,58442.6920761371,"male"
"180","os19_20m",2019-06-02 10:42:11,698935.364438839,58439.147496403,"male"
"181","os19_20m",2019-06-02 11:46:57,698935.364220353,58439.1472258325,"male"
"182","os19_20m",2019-06-02 12:38:01,698935.364209818,58439.1472657773,"male"
"183","os19_20m",2019-06-02 13:10:00,698935.364320689,58439.1473899014,"male"
"184","os19_20m",2019-06-02 14:10:09,698935.364269229,58439.1474413308,"male"
"185","os19_20m",2019-06-02 15:32:18,698935.364310462,58439.147570478,"male"
"186","os19_20m",2019-06-02 16:18:03,698934.489051934,58439.9048836188,"male"
"187","os19_20m",2019-06-02 17:17:35,698935.261407326,58439.4269277788,"male"
"188","os19_20m",2019-06-02 18:12:29,698935.26379747,58439.425433973,"male"
"189","os19_20m",2019-06-03 07:42:46,698935.261403589,58439.4269265828,"male"
"190","os19_20m",2019-06-03 08:29:05,698935.269718013,58439.413384924,"male"
"191","os19_20m",2019-06-03 09:03:20,698935.269909872,58439.4125769632,"male"
"192","os19_20m",2019-06-03 09:44:47,698935.269498942,58439.412456021,"male"
"193","os19_20m",2019-06-03 10:44:58,698935.269732513,58439.4126331038,"male"
"194","os19_20m",2019-06-03 11:24:16,698935.269717392,58439.4128686898,"male"
"195","os19_20m",2019-06-03 12:39:18,698935.269748311,58439.4127893557,"male"
"196","os19_20m",2019-06-03 14:18:08,698935.260694517,58439.424888826,"male"
"197","os19_20m",2019-06-03 15:07:27,698936.106985908,58436.6706570932,"male"
"198","os19_20m",2019-06-03 15:52:27,698934.611715042,58435.9185169232,"male"
"199","os19_20m",2019-06-03 16:36:13,698930.894265088,58431.3653158833,"male"
"200","os19_20m",2019-06-03 17:06:19,698930.516393411,58431.2102485047,"male"
"201","os19_20m",2019-06-03 17:36:50,698929.071470518,58430.8058940721,"male"
"202","os19_20m",2019-06-03 17:46:30,698929.066324673,58430.8027682826,"male"
"203","os19_20m",2019-06-04 07:40:25,698929.167103638,58430.7765966661,"male"
"204","os19_20m",2019-06-04 08:26:40,698929.294083963,58425.130498705,"male"
"205","os19_21f",2019-06-02 16:13:06,698981.940962005,58513.7358823679,"female"
"206","os19_21f",2019-06-02 16:16:49,698979.135105324,58514.8121376263,"female"
"207","os19_21f",2019-06-02 17:07:18,698978.839428821,58513.8479849711,"female"
"208","os19_21f",2019-06-02 18:22:51,698976.832251158,58510.177649048,"female"
"209","os19_21f",2019-06-03 07:45:07,698974.598845436,58513.1747872018,"female"
"210","os19_21f",2019-06-03 08:22:47,698973.797776844,58511.2756371404,"female"
"211","os19_21f",2019-06-03 09:05:59,698972.553964327,58514.696294291,"female"
"212","os19_21f",2019-06-03 09:39:38,698972.671665806,58513.5996813381,"female"
"213","os19_21f",2019-06-03 10:35:36,698972.792042877,58514.292508719,"female"
"214","os19_21f",2019-06-03 11:11:16,698972.774113439,58513.9259523177,"female"
"215","os19_21f",2019-06-03 12:31:17,698972.983631568,58513.5298790901,"female"
"216","os19_21f",2019-06-03 13:09:05,698971.899982569,58512.6490829407,"female"
"217","os19_21f",2019-06-03 13:57:17,698971.929840992,58512.668230603,"female"
"218","os19_21f",2019-06-03 14:44:17,698972.348819509,58513.1998485133,"female"
"219","os19_21f",2019-06-03 15:29:40,698972.060238717,58512.6021843104,"female"
"220","os19_21f",2019-06-03 16:42:12,698972.433255671,58513.0922860142,"female"
"221","os19_21f",2019-06-03 17:22:32,698972.44324592,58512.9237524568,"female"
"222","os19_21f",2019-06-04 07:44:16,698973.376147224,58512.1141462992,"female"
"223","os19_21f",2019-06-04 08:44:48,698973.453379835,58511.9995537622,"female"
"224","os19_21f",2019-06-04 09:21:34,698973.46515907,58512.0533125911,"female"
"225","os19_21f",2019-06-04 10:05:18,698973.422244469,58512.0659002376,"female"
"226","os19_21f",2019-06-04 10:43:13,698973.449396569,58512.029048119,"female"
"227","os19_21f",2019-06-04 11:50:28,698973.449837243,58512.0814332394,"female"
"228","os19_21f",2019-06-04 13:05:59,698973.48508174,58512.0400278608,"female"
"229","os19_21f",2019-06-04 13:50:51,698973.49335266,58511.9499386933,"female"
"230","os19_21f",2019-06-04 15:20:50,698973.379077398,58512.0036573633,"female"
"231","os19_21f",2019-06-04 16:05:24,698972.187176266,58513.5833474753,"female"
"232","os19_21f",2019-06-04 17:45:36,698972.429105352,58513.9785437739,"female"
"233","os19_21f",2019-06-04 18:02:08,698973.455296562,58512.0443553955,"female"
"234","os19_21f",2019-06-05 08:00:54,698974.250258668,58512.949731839,"female"
"235","os19_21f",2019-06-05 08:44:29,698974.423491756,58512.9184912982,"female"
"236","os19_21f",2019-06-05 09:50:02,698974.480995892,58512.2588305728,"female"
"237","os19_21f",2019-06-05 10:46:52,698974.436227663,58512.0819796077,"female"
"238","os19_21f",2019-06-05 11:48:34,698974.710205519,58512.5957572119,"female"
"239","os19_21f",2019-06-05 13:08:24,698974.596229488,58512.4587497243,"female"
"240","os19_21f",2019-06-05 14:18:17,698979.434450268,58509.9173026867,"female"
"241","os19_21f",2019-06-05 14:52:31,698979.296922573,58510.2121013122,"female"
"242","os19_21f",2019-06-05 15:53:23,698979.297267849,58510.2110251899,"female"
"243","os19_21f",2019-06-05 16:37:29,698979.228400872,58510.2578022825,"female"
"244","os19_21f",2019-06-05 17:42:51,698979.301653782,58510.2098689846,"female"
"245","os19_21f",2019-06-05 18:02:54,698979.48998545,58510.7013253722,"female"
"246","os19_21f",2019-06-06 08:12:03,698976.669039572,58515.7470458396,"female"
"247","os19_21f",2019-06-06 09:17:06,698976.590228556,58515.6569436578,"female"
"248","os19_22f",2019-06-06 16:59:09,698986.999820844,58538.5219579187,"female"
"249","os19_22f",2019-06-06 17:29:02,698986.927054829,58538.6531422402,"female"
"250","os19_22f",2019-06-06 18:00:58,698986.955000661,58538.5843814027,"female"
"251","os19_22f",2019-06-07 07:23:29,698985.31954168,58527.9529453155,"female"
"252","os19_22f",2019-06-07 08:10:26,698982.390101064,58520.633496512,"female"
"253","os19_22f",2019-06-07 08:49:40,698989.736938788,58511.9642804935,"female"
"254","os19_22f",2019-06-07 09:29:44,698989.828292373,58511.9595185146,"female"
"255","os19_22f",2019-06-07 10:07:07,698989.771550991,58512.019808655,"female"
"256","os19_22f",2019-06-07 10:23:29,698989.821780786,58512.0264601033,"female"
"257","os19_22f",2019-06-07 10:43:28,698989.847926406,58511.9534368547,"female"
"258","os19_22f",2019-06-07 11:28:59,698988.902492339,58511.6268627489,"female"
"259","os19_22f",2019-06-07 12:01:07,698989.865105751,58509.4715674704,"female"
"260","os19_22f",2019-06-07 12:40:24,698990.464142092,58509.4933490138,"female"
"261","os19_22f",2019-06-07 13:07:49,698989.768564504,58509.3486522021,"female"
"262","os19_22f",2019-06-07 13:47:13,698989.819414057,58509.3779348477,"female"
"263","os19_22f",2019-06-07 14:17:01,698992.993651168,58510.3689201127,"female"
"264","os19_22f",2019-06-07 14:47:39,698994.456924103,58509.4532149269,"female"
"265","os19_22f",2019-06-07 15:18:15,698994.518844277,58509.5140243187,"female"
"266","os19_22f",2019-06-07 15:57:24,698994.507464614,58509.5472336761,"female"
"267","os19_22f",2019-06-07 16:29:53,698993.609762505,58509.6885220458,"female"
"268","os19_22f",2019-06-07 17:03:50,698993.597149865,58510.0676709322,"female"
"269","os19_22f",2019-06-08 07:37:33,698993.719638225,58509.2944429674,"female"
"270","os19_22f",2019-06-08 07:56:45,698993.726370666,58509.3292389287,"female"
"271","os19_22f",2019-06-08 08:45:38,698993.748695457,58509.4479722489,"female"
"272","os19_22f",2019-06-08 09:18:06,698993.771951843,58509.4095689975,"female"
"273","os19_22f",2019-06-08 09:44:16,698993.759412654,58509.4357209865,"female"
"274","os19_22f",2019-06-08 10:14:38,698993.810976814,58509.4528791529,"female"
"275","os19_22f",2019-06-08 10:54:59,698993.799374809,58509.4725057524,"female"
"276","os19_22f",2019-06-08 11:35:49,698993.786356037,58509.4995368504,"female"
"277","os19_22f",2019-06-08 12:32:57,698993.75985931,58509.4722810142,"female"
"278","os19_22f",2019-06-08 13:22:08,698993.725078125,58509.5191110985,"female"
"279","os19_22f",2019-06-08 14:00:46,698993.767382074,58509.5050531634,"female"
"280","os19_22f",2019-06-08 14:45:45,698993.726121416,58509.5054729097,"female"
"281","os19_22f",2019-06-08 15:29:00,698993.736931062,58509.4829281042,"female"
"282","os19_22f",2019-06-08 16:20:25,698993.680728726,58509.4826483627,"female"
"283","os19_22f",2019-06-08 17:21:47,698993.709484945,58509.4488501361,"female"
"284","os19_22f",2019-06-08 17:29:02,698993.823829807,58509.3641593196,"female"
"285","os19_22f",2019-06-08 17:47:26,698993.738594383,58509.4033618216,"female"
"286","os19_22f",2019-06-09 07:54:41,698993.601421534,58509.4452326082,"female"
"287","os19_22f",2019-06-09 08:24:18,698993.64506435,58509.4325292146,"female"
"288","os19_22f",2019-06-09 09:10:24,698993.664706012,58509.5164433303,"female"
"289","os19_22f",2019-06-09 10:10:13,698993.722145672,58509.5139890687,"female"
"290","os19_22f",2019-06-09 11:13:27,698993.735982012,58509.4851316944,"female"
"291","os19_22f",2019-06-09 12:00:03,698993.730532282,58509.4890272182,"female"
"292","os19_22f",2019-06-09 12:50:54,698993.689886387,58509.4562784251,"female"
"293","os19_22f",2019-06-09 14:05:23,698993.737450453,58509.4745985336,"female"
"294","os19_22f",2019-06-09 15:12:30,698993.729667512,58509.4908308036,"female"
"295","os19_22f",2019-06-09 15:53:56,698993.740477156,58509.4682859888,"female"
"296","os19_22f",2019-06-09 16:38:18,698993.679116106,58509.4788420698,"female"
"297","os19_22f",2019-06-09 17:45:56,698993.688027549,58508.9801276886,"female"
"298","os19_22f",2019-06-10 07:38:44,698993.571363295,58509.3755330332,"female"
"299","os19_22f",2019-06-10 09:03:46,698993.603698967,58509.3705727187,"female"
"300","os19_22f",2019-06-10 10:10:53,698993.660084993,58509.4071856092,"female"
"301","os19_22f",2019-06-10 11:03:31,698993.697671282,58509.4432766986,"female"
"302","os19_22f",2019-06-10 11:59:49,698993.735530511,58509.4191507992,"female"
"303","os19_22f",2019-06-10 12:47:55,698993.716631119,58509.4886330585,"female"
"304","os19_22f",2019-06-10 14:06:37,698993.79231186,58509.4703490421,"female"
"305","os19_22f",2019-06-10 15:38:56,698993.64750777,58509.4587106325,"female"
"306","os19_22f",2019-06-10 16:24:12,698993.660393871,58509.4197842437,"female"
"307","os19_22f",2019-06-10 17:22:47,698993.532032388,58509.1449546549,"female"
"308","os19_22f",2019-06-11 07:41:51,698993.903999668,58509.0510113124,"female"
"309","os19_22f",2019-06-11 08:40:18,698993.308793196,58509.0169918613,"female"
"310","os19_22f",2019-06-11 09:45:51,698993.306415773,58509.0168388119,"female"
"311","os19_22f",2019-06-11 10:40:56,698993.786571304,58508.6970129717,"female"
"312","os19_22f",2019-06-11 11:17:44,698993.58314477,58508.7911466874,"female"
"313","os19_22f",2019-06-11 12:10:53,698993.740817261,58508.7314047054,"female"
"314","os19_22f",2019-06-11 12:45:46,698993.667874662,58508.7687687984,"female"
"315","os19_22f",2019-06-11 13:45:53,698993.771917069,58508.8332604673,"female"
"316","os19_22f",2019-06-11 14:24:56,698993.501876052,58508.8777100858,"female"
"317","os19_22f",2019-06-11 14:56:38,698993.39381518,58509.0643580385,"female"
"318","os19_22f",2019-06-11 15:29:49,698993.243635255,58509.4136449549,"female"
"319","os19_22f",2019-06-11 16:10:54,698992.905028254,58509.2302543602,"female"
"320","os19_22f",2019-06-11 17:42:31,698993.237500073,58509.2427357009,"female"
"321","os19_22f",2019-06-12 08:03:37,698992.98924144,58508.6570131229,"female"
"322","os19_22f",2019-06-12 08:45:47,698992.974510364,58508.6438069794,"female"
"323","os19_23f",2019-06-04 15:47:55,699012.296634602,58513.4589296804,"female"
"324","os19_23f",2019-06-04 15:56:19,699011.288624999,58517.2287576603,"female"
"325","os19_23f",2019-06-04 16:29:58,699012.108257813,58517.9771849814,"female"
"326","os19_23f",2019-06-04 17:08:01,699011.795148599,58517.2493310934,"female"
"327","os19_23f",2019-06-04 17:35:43,699011.875725867,58517.2737199202,"female"
"328","os19_23f",2019-06-04 18:08:49,699012.105315777,58517.9742487953,"female"
"329","os19_23f",2019-06-05 07:53:59,699009.361111684,58514.4310923567,"female"
"330","os19_23f",2019-06-05 08:36:24,699009.738431815,58512.8949079682,"female"
"331","os19_23f",2019-06-05 09:16:33,699011.10970314,58508.1872823222,"female"
"332","os19_23f",2019-06-05 10:30:00,699005.575102598,58551.7150740421,"female"
"333","os19_23f",2019-06-05 11:20:16,699005.035006031,58562.944394019,"female"
"334","os19_24f",2019-06-03 15:22:11,698999.678014514,58457.8110160576,"female"
"335","os19_24f",2019-06-03 15:52:57,699001.113887487,58457.1833722295,"female"
"336","os19_24f",2019-06-03 16:52:35,699001.113868882,58457.1832970504,"female"
"337","os19_24f",2019-06-03 17:25:44,699001.848309711,58454.9957171398,"female"
"338","os19_24f",2019-06-03 18:01:49,699002.487396517,58456.1204611409,"female"
"339","os19_24f",2019-06-04 07:50:09,699002.755596866,58455.3139851844,"female"
"340","os19_24f",2019-06-04 08:28:54,699002.797458464,58455.2982879737,"female"
"341","os19_24f",2019-06-04 08:52:50,699002.338894773,58456.099535587,"female"
